customer_id,city,state,signup_date,acquisition_channel
1277,Mumbai,WB,2023-08-06,Instagram
1278,Pune,KA,2023-12-20,Organic
1279,Chennai,GJ,2023-05-09,Organic
1280,Hyderabad,KA,2023-08-22,Facebook Ads
1281,Delhi,TS,2023-06-04,Organic
1282,Pune,GJ,2023-04-12,Google Ads
1283,Mumbai,GJ,2023-07-16,Organic
1284,Mumbai,WB,2023-09-05,Organic
1285,Pune,KA,2023-02-24,Organic
1286,Kolkata,MH,2023-05-02,Referral
1287,Delhi,MH,2023-07-15,Referral
1288,Kolkata,TN,2023-10-20,Referral
1289,Hyderabad,MH,2023-07-03,Organic
1290,Mumbai,TN,2023-10-22,Google Ads
1291,Mumbai,MH,2023-06-01,Organic
1292,Chennai,GJ,2023-12-25,Facebook Ads
1293,Hyderabad,GJ,2023-06-01,Google Ads
1294,Mumbai,WB,2023-01-12,Referral
1295,Hyderabad,TS,2023-12-04,Instagram
1296,Delhi,KA,2023-07-22,Google Ads
1297,Bangalore,KA,2023-05-21,Referral
1298,Mumbai,KA,2023-01-05,Google Ads
1299,Chennai,WB,2023-10-17,Google Ads
1300,Delhi,TN,2023-12-18,Organic
1301,Pune,GJ,2023-01-26,Facebook Ads
1302,Hyderabad,MH,2023-11-07,Instagram
1303,Pune,KA,2023-09-12,Referral
1304,Kolkata,MH,2023-05-27,Google Ads
1305,Delhi,KA,2023-04-28,Instagram
1306,Pune,GJ,2023-11-07,Google Ads
1307,Ahmedabad,WB,2023-06-30,Facebook Ads
1308,Ahmedabad,MH,2023-04-23,Instagram
1309,Mumbai,TS,2023-11-22,Referral
1310,Hyderabad,MH,2023-04-08,Google Ads
1311,Bangalore,MH,2023-11-14,Facebook Ads
1312,Delhi,KA,2023-05-09,Instagram
1313,Mumbai,KA,2023-12-14,Google Ads
1314,Chennai,DL,2023-12-04,Google Ads
1315,Kolkata,TN,2023-12-15,Referral
1316,Hyderabad,MH,2023-03-12,Facebook Ads
1317,Delhi,DL,2023-11-18,Organic
1318,Ahmedabad,MH,2023-02-19,Google Ads
1319,Delhi,TS,2023-11-18,Instagram
1320,Bangalore,TN,2023-11-27,Referral
1321,Ahmedabad,MH,2023-01-21,Referral
1322,Bangalore,KA,2023-06-08,Google Ads
1323,Chennai,MH,2023-08-14,Google Ads
1324,Kolkata,MH,2023-01-18,Google Ads
1325,Chennai,KA,2023-10-24,Organic
1326,Mumbai,GJ,2023-07-06,Google Ads
1327,Mumbai,TN,2023-03-09,Facebook Ads
1328,Chennai,GJ,2023-02-16,Instagram
1329,Kolkata,GJ,2023-06-01,Google Ads
1330,Chennai,KA,2023-06-17,Organic
1331,Kolkata,TS,2023-08-01,Instagram
1332,Kolkata,MH,2023-03-31,Referral
1333,Pune,WB,2023-04-13,Google Ads
1334,Ahmedabad,KA,2023-03-09,Instagram
1335,Hyderabad,TS,2023-10-04,Referral
1336,Kolkata,WB,2023-07-07,Organic
1337,Bangalore,MH,2023-09-29,Facebook Ads
1338,Kolkata,GJ,2023-09-14,Google Ads
1339,Kolkata,TN,2023-05-20,Facebook Ads
1340,Kolkata,TN,2023-03-26,Organic
1341,Pune,MH,2023-05-12,Instagram
1342,Ahmedabad,MH,2023-09-04,Instagram
1343,Pune,MH,2023-06-01,Organic
1344,Mumbai,TS,2023-06-23,Organic
1345,Pune,GJ,2023-02-28,Google Ads
1346,Bangalore,TS,2023-08-28,Referral
1347,Bangalore,MH,2023-02-08,Facebook Ads
1348,Pune,DL,2023-03-14,Facebook Ads
1349,Ahmedabad,DL,2023-04-26,Instagram
1350,Chennai,WB,2023-12-13,Instagram
1351,Hyderabad,WB,2023-12-12,Google Ads
1352,Ahmedabad,DL,2023-07-23,Organic
1353,Pune,MH,2023-10-13,Facebook Ads
1354,Kolkata,MH,2023-07-07,Google Ads
1355,Delhi,WB,2023-02-16,Instagram
1356,Hyderabad,KA,2023-07-22,Instagram
1357,Hyderabad,MH,2023-01-08,Facebook Ads
1358,Bangalore,DL,2023-05-16,Instagram
1359,Hyderabad,TS,2023-10-02,Instagram
1360,Pune,MH,2023-03-05,Referral
1361,Kolkata,GJ,2023-08-21,Organic
1362,Kolkata,MH,2023-07-08,Instagram
1363,Mumbai,KA,2023-12-11,Referral
1364,Kolkata,WB,2023-12-11,Google Ads
1365,Ahmedabad,MH,2023-05-15,Instagram
1366,Kolkata,TN,2023-10-27,Google Ads
1367,Bangalore,MH,2023-07-15,Instagram
1368,Kolkata,DL,2023-11-23,Facebook Ads
1369,Mumbai,GJ,2023-07-10,Referral
1370,Delhi,GJ,2023-02-25,Referral
1371,Pune,GJ,2023-12-12,Facebook Ads
1372,Bangalore,TN,2023-04-30,Organic
1373,Ahmedabad,GJ,2023-08-30,Referral
1374,Delhi,GJ,2023-01-13,Google Ads
1375,Bangalore,WB,2023-11-14,Referral
1376,Chennai,TS,2023-10-15,Organic
1377,Hyderabad,MH,2023-06-17,Google Ads
1378,Chennai,TN,2023-11-09,Google Ads
1379,Kolkata,MH,2023-04-24,Facebook Ads
1380,Delhi,DL,2023-11-28,Instagram
1381,Kolkata,WB,2023-02-02,Facebook Ads
1382,Hyderabad,MH,2023-11-22,Instagram
1383,Bangalore,TS,2023-08-26,Facebook Ads
1384,Hyderabad,WB,2023-12-25,Instagram
1385,Mumbai,MH,2023-06-04,Referral
1386,Hyderabad,TN,2023-11-29,Google Ads
1387,Mumbai,DL,2023-07-29,Instagram
1388,Hyderabad,DL,2023-03-01,Referral
1389,Pune,WB,2023-03-13,Organic
1390,Mumbai,MH,2023-01-24,Facebook Ads
1391,Delhi,TN,2023-01-20,Organic
1392,Kolkata,MH,2023-06-05,Referral
1393,Ahmedabad,MH,2023-09-10,Organic
1394,Kolkata,GJ,2023-03-01,Organic
1395,Chennai,TN,2023-02-19,Referral
1396,Kolkata,MH,2023-05-01,Google Ads
1397,Bangalore,WB,2023-10-03,Instagram
1398,Pune,WB,2023-03-11,Facebook Ads
1399,Hyderabad,GJ,2023-07-18,Instagram
1400,Chennai,KA,2023-08-21,Facebook Ads
1401,Bangalore,WB,2023-07-09,Instagram
1402,Bangalore,DL,2023-12-10,Organic
1403,Mumbai,MH,2023-12-23,Google Ads
1404,Kolkata,TN,2023-10-04,Organic
1405,Delhi,WB,2023-08-03,Google Ads
1406,Ahmedabad,MH,2023-10-28,Referral
1407,Delhi,GJ,2023-03-21,Facebook Ads
1408,Chennai,WB,2023-08-01,Facebook Ads
1409,Pune,TN,2023-12-02,Referral
1410,Delhi,TS,2023-02-20,Instagram
1411,Hyderabad,TN,2023-09-08,Referral
1412,Delhi,TN,2023-11-12,Referral
1413,Chennai,TN,2023-07-28,Google Ads
1414,Ahmedabad,WB,2023-05-24,Referral
1415,Delhi,KA,2023-01-17,Facebook Ads
1416,Hyderabad,TN,2023-12-20,Organic
1417,Mumbai,GJ,2023-07-09,Google Ads
1418,Pune,DL,2023-04-22,Google Ads
1419,Chennai,DL,2023-08-16,Instagram
1420,Mumbai,GJ,2023-08-16,Organic
1421,Mumbai,MH,2023-05-01,Google Ads
1422,Mumbai,KA,2023-07-05,Referral
1423,Bangalore,MH,2023-02-20,Google Ads
1424,Pune,GJ,2023-12-18,Google Ads
1425,Ahmedabad,DL,2023-07-08,Google Ads
1426,Kolkata,MH,2023-10-06,Instagram
1427,Pune,DL,2023-11-27,Google Ads
1428,Bangalore,TS,2023-07-03,Google Ads
1429,Kolkata,TN,2023-02-01,Instagram
1430,Pune,MH,2023-07-23,Organic
1431,Mumbai,DL,2023-05-22,Facebook Ads
1432,Chennai,WB,2023-04-08,Instagram
1433,Kolkata,WB,2023-03-04,Instagram
1434,Hyderabad,MH,2023-08-21,Google Ads
1435,Hyderabad,MH,2023-02-16,Google Ads
1436,Delhi,MH,2023-12-06,Facebook Ads
1437,Kolkata,TN,2023-04-19,Google Ads
1438,Chennai,TN,2023-11-25,Referral
1439,Ahmedabad,TS,2023-11-24,Google Ads
1440,Bangalore,GJ,2023-11-02,Google Ads
1441,Mumbai,GJ,2023-01-11,Referral
1442,Delhi,KA,2023-01-26,Facebook Ads
1443,Hyderabad,MH,2023-06-20,Referral
1444,Bangalore,TN,2023-05-05,Instagram
1445,Bangalore,GJ,2023-03-06,Referral
1446,Mumbai,MH,2023-10-17,Organic
1447,Ahmedabad,TN,2023-04-16,Instagram
1448,Ahmedabad,DL,2023-02-05,Google Ads
1449,Kolkata,MH,2023-10-11,Instagram
1450,Hyderabad,DL,2023-04-17,Facebook Ads
1451,Ahmedabad,MH,2023-10-28,Facebook Ads
1452,Chennai,KA,2023-04-21,Referral
1453,Ahmedabad,TS,2023-04-30,Instagram
1454,Bangalore,WB,2023-06-18,Google Ads
1455,Mumbai,GJ,2023-03-17,Facebook Ads
1456,Chennai,WB,2023-11-02,Google Ads
1457,Kolkata,WB,2023-01-02,Organic
1458,Hyderabad,DL,2023-05-22,Facebook Ads
1459,Kolkata,MH,2023-03-16,Referral
1460,Bangalore,TN,2023-03-08,Organic
1461,Chennai,WB,2023-10-04,Instagram
1462,Chennai,KA,2023-05-09,Google Ads
1463,Chennai,WB,2023-03-31,Facebook Ads
1464,Bangalore,MH,2023-02-26,Organic
1465,Bangalore,DL,2023-12-05,Organic
1466,Kolkata,MH,2023-01-14,Facebook Ads
1467,Delhi,MH,2023-03-09,Instagram
1468,Kolkata,MH,2023-01-08,Instagram
1469,Hyderabad,MH,2023-07-03,Referral
1470,Mumbai,MH,2023-05-02,Instagram
1471,Chennai,GJ,2023-10-29,Referral
1472,Delhi,TS,2023-06-15,Organic
1473,Mumbai,TS,2023-01-09,Facebook Ads
1474,Delhi,TN,2023-03-31,Instagram
1475,Ahmedabad,DL,2023-05-16,Referral
1476,Ahmedabad,KA,2023-01-27,Organic
1477,Pune,KA,2023-03-06,Instagram
1478,Ahmedabad,KA,2023-08-04,Google Ads
1479,Kolkata,GJ,2023-09-27,Organic
1480,Ahmedabad,MH,2023-02-28,Instagram
1481,Bangalore,TS,2023-02-02,Organic
1482,Chennai,DL,2023-09-01,Facebook Ads
1483,Kolkata,MH,2023-08-18,Facebook Ads
1484,Mumbai,MH,2023-07-05,Facebook Ads
1485,Pune,TS,2023-09-20,Google Ads
1486,Pune,TS,2023-10-31,Facebook Ads
1487,Pune,WB,2023-02-25,Google Ads
1488,Mumbai,WB,2023-08-20,Facebook Ads
1489,Mumbai,GJ,2023-09-15,Organic
1490,Mumbai,DL,2023-04-24,Instagram
1491,Mumbai,MH,2023-11-11,Instagram
1492,Pune,DL,2023-01-23,Facebook Ads
1493,Pune,DL,2023-12-04,Instagram
1494,Delhi,GJ,2023-09-24,Facebook Ads
1495,Kolkata,GJ,2023-06-04,Facebook Ads
1496,Chennai,MH,2023-08-23,Referral
1497,Ahmedabad,TN,2023-11-26,Referral
1498,Ahmedabad,GJ,2023-01-16,Referral
1499,Bangalore,DL,2023-02-01,Google Ads
1500,Pune,WB,2023-09-03,Referral
1501,Bangalore,TN,2023-07-25,Facebook Ads
1502,Kolkata,MH,2023-08-07,Organic
1503,Kolkata,TN,2023-12-18,Referral
1504,Bangalore,KA,2023-02-25,Referral
1505,Pune,MH,2023-09-09,Organic
1506,Bangalore,TN,2023-12-31,Facebook Ads
1507,Ahmedabad,DL,2023-08-16,Google Ads
1508,Delhi,MH,2023-02-07,Referral
1509,Ahmedabad,MH,2023-02-11,Organic
1510,Hyderabad,DL,2023-06-14,Facebook Ads
1511,Pune,MH,2023-11-08,Instagram
1512,Pune,WB,2023-03-17,Google Ads
1513,Chennai,KA,2023-02-03,Organic
1514,Mumbai,WB,2023-03-06,Organic
1515,Hyderabad,DL,2023-05-21,Organic
1516,Kolkata,DL,2023-11-16,Referral
1517,Pune,DL,2023-11-21,Instagram
1518,Bangalore,TS,2023-10-27,Google Ads
1519,Hyderabad,KA,2023-10-08,Facebook Ads
1520,Chennai,MH,2023-12-31,Facebook Ads
1521,Kolkata,GJ,2023-06-16,Instagram
1522,Mumbai,DL,2023-07-15,Organic
1523,Mumbai,DL,2023-11-02,Organic
1524,Chennai,MH,2023-09-29,Organic
1525,Chennai,GJ,2023-05-31,Organic
1526,Bangalore,WB,2023-08-21,Organic
1527,Pune,WB,2023-09-16,Instagram
1528,Mumbai,DL,2023-11-06,Referral
1529,Kolkata,MH,2023-08-09,Google Ads
1530,Hyderabad,TS,2023-02-20,Organic
1531,Kolkata,WB,2023-12-26,Referral
1532,Delhi,MH,2023-02-28,Facebook Ads
1533,Delhi,TS,2023-12-02,Instagram
1534,Chennai,DL,2023-11-30,Referral
1535,Bangalore,KA,2023-10-10,Organic
1536,Delhi,TN,2023-04-21,Organic
1537,Mumbai,TN,2023-08-09,Organic
1538,Kolkata,DL,2023-08-20,Referral
1539,Kolkata,WB,2023-04-27,Organic
1540,Chennai,MH,2023-07-31,Referral
1541,Pune,KA,2023-06-23,Organic
1542,Pune,MH,2023-08-21,Facebook Ads
1543,Hyderabad,TS,2023-07-24,Facebook Ads
1544,Chennai,DL,2023-08-01,Google Ads
1545,Ahmedabad,KA,2023-02-18,Organic
1546,Hyderabad,GJ,2023-06-10,Organic
1547,Ahmedabad,KA,2023-08-07,Referral
1548,Pune,WB,2023-06-10,Referral
1549,Chennai,GJ,2023-12-07,Organic
1550,Ahmedabad,TS,2023-05-11,Google Ads
1551,Chennai,GJ,2023-07-11,Organic
1552,Chennai,KA,2023-03-20,Referral
1553,Pune,WB,2023-12-18,Organic
1554,Hyderabad,GJ,2023-08-31,Referral
1555,Hyderabad,MH,2023-02-04,Organic
1556,Chennai,WB,2023-02-16,Instagram
1557,Delhi,MH,2023-02-13,Referral
1558,Bangalore,MH,2023-02-17,Google Ads
1559,Pune,GJ,2023-08-10,Instagram
1560,Bangalore,GJ,2023-02-19,Organic
1561,Bangalore,MH,2023-07-10,Referral
1562,Hyderabad,MH,2023-03-08,Instagram
1563,Hyderabad,KA,2023-10-12,Google Ads
1564,Delhi,WB,2023-01-31,Referral
1565,Bangalore,MH,2023-10-28,Instagram
1566,Bangalore,MH,2023-10-15,Instagram
1567,Chennai,MH,2023-10-15,Instagram
1568,Hyderabad,TS,2023-06-18,Facebook Ads
1569,Bangalore,KA,2023-12-10,Organic
1570,Kolkata,WB,2023-03-04,Referral
1571,Delhi,WB,2023-07-30,Referral
1572,Ahmedabad,TN,2023-07-01,Referral
1573,Kolkata,WB,2023-12-07,Instagram
1574,Kolkata,KA,2023-08-05,Organic
1575,Ahmedabad,TS,2023-01-27,Google Ads
1576,Pune,WB,2023-05-28,Referral
1577,Pune,TN,2023-11-04,Organic
1578,Delhi,KA,2023-06-09,Organic
1579,Kolkata,MH,2023-06-30,Facebook Ads
1580,Bangalore,DL,2023-02-23,Referral
1581,Hyderabad,DL,2023-10-23,Instagram
1582,Delhi,MH,2023-09-17,Organic
1583,Chennai,MH,2023-04-19,Organic
1584,Ahmedabad,WB,2023-03-21,Google Ads
1585,Kolkata,GJ,2023-12-03,Facebook Ads
1586,Delhi,DL,2023-09-04,Organic
1587,Mumbai,MH,2023-04-25,Organic
1588,Mumbai,DL,2023-02-25,Instagram
1589,Pune,MH,2023-06-29,Instagram
1590,Ahmedabad,WB,2023-10-12,Google Ads
1591,Hyderabad,WB,2023-07-08,Google Ads
1592,Bangalore,MH,2023-02-28,Google Ads
1593,Hyderabad,MH,2023-05-23,Instagram
1594,Hyderabad,MH,2023-10-21,Instagram
1595,Hyderabad,WB,2023-04-26,Facebook Ads
1596,Ahmedabad,GJ,2023-08-08,Referral
1597,Hyderabad,WB,2023-10-15,Referral
1598,Chennai,KA,2023-11-15,Facebook Ads
1599,Ahmedabad,GJ,2023-11-11,Referral
1600,Chennai,MH,2023-12-12,Instagram
1601,Ahmedabad,KA,2023-11-26,Referral
1602,Pune,MH,2023-10-13,Instagram
1603,Delhi,TS,2023-01-14,Facebook Ads
1604,Mumbai,DL,2023-11-08,Google Ads
1605,Hyderabad,KA,2023-12-03,Facebook Ads
1606,Pune,DL,2023-12-22,Referral
1607,Delhi,TN,2023-05-17,Instagram
1608,Mumbai,MH,2023-01-15,Referral
1609,Kolkata,TS,2023-04-03,Referral
1610,Bangalore,TN,2023-05-20,Google Ads
1611,Chennai,TN,2023-12-26,Referral
1612,Kolkata,WB,2023-06-08,Google Ads
1613,Ahmedabad,TN,2023-06-23,Instagram
1614,Mumbai,MH,2023-06-29,Instagram
1615,Kolkata,KA,2023-01-04,Google Ads
1616,Bangalore,MH,2023-04-03,Facebook Ads
1617,Pune,KA,2023-03-15,Instagram
1618,Mumbai,TN,2023-10-17,Facebook Ads
1619,Kolkata,TN,2023-12-03,Instagram
1620,Chennai,GJ,2023-07-25,Instagram
1621,Chennai,TS,2023-02-05,Organic
1622,Delhi,KA,2023-03-14,Referral
1623,Kolkata,TN,2023-11-21,Referral
1624,Hyderabad,WB,2023-01-16,Facebook Ads
1625,Kolkata,GJ,2023-02-16,Referral
1626,Pune,DL,2023-09-29,Facebook Ads
1627,Mumbai,GJ,2023-04-21,Instagram
1628,Mumbai,TS,2023-07-12,Organic
1629,Pune,MH,2023-08-03,Organic
1630,Kolkata,TS,2023-08-21,Instagram
1631,Pune,DL,2023-06-24,Google Ads
1632,Bangalore,GJ,2023-03-22,Google Ads
1633,Ahmedabad,KA,2023-07-09,Referral
1634,Pune,MH,2023-06-09,Facebook Ads
1635,Chennai,MH,2023-06-16,Organic
1636,Pune,KA,2023-10-18,Referral
1637,Mumbai,MH,2023-11-02,Instagram
1638,Chennai,MH,2023-02-13,Organic
1639,Mumbai,TS,2023-01-27,Facebook Ads
1640,Delhi,TN,2023-03-21,Facebook Ads
1641,Hyderabad,MH,2023-03-22,Google Ads
1642,Mumbai,TS,2023-11-13,Referral
1643,Chennai,MH,2023-01-26,Instagram
1644,Delhi,DL,2023-12-12,Organic
1645,Mumbai,WB,2023-02-11,Facebook Ads
1646,Bangalore,TN,2023-05-20,Organic
1647,Pune,TS,2023-08-15,Instagram
1648,Hyderabad,WB,2023-12-05,Organic
1649,Mumbai,WB,2023-08-06,Referral
1650,Delhi,GJ,2023-09-06,Google Ads
1651,Bangalore,MH,2023-11-07,Organic
1652,Kolkata,GJ,2023-08-15,Google Ads
1653,Delhi,KA,2023-08-01,Instagram
1654,Pune,DL,2023-05-20,Google Ads
1655,Delhi,DL,2023-04-21,Organic
1656,Bangalore,DL,2023-09-20,Organic
1657,Delhi,TN,2023-02-28,Facebook Ads
1658,Bangalore,MH,2023-06-26,Organic
1659,Mumbai,TN,2023-08-09,Google Ads
1660,Ahmedabad,TS,2023-02-26,Facebook Ads
1661,Bangalore,WB,2023-05-26,Organic
1662,Bangalore,WB,2023-12-14,Organic
1663,Hyderabad,GJ,2023-12-14,Instagram
1664,Bangalore,MH,2023-10-31,Facebook Ads
1665,Bangalore,TS,2023-09-07,Instagram
1666,Kolkata,MH,2023-09-27,Instagram
1667,Ahmedabad,WB,2023-12-08,Instagram
1668,Mumbai,MH,2023-06-07,Referral
1669,Pune,TN,2023-01-24,Instagram
1670,Hyderabad,DL,2023-04-23,Google Ads
1671,Kolkata,WB,2023-07-22,Organic
1672,Chennai,KA,2023-11-03,Referral
1673,Ahmedabad,DL,2023-01-29,Instagram
1674,Mumbai,WB,2023-01-04,Organic
1675,Mumbai,TN,2023-04-15,Facebook Ads
1676,Chennai,MH,2023-06-04,Facebook Ads
1677,Pune,MH,2023-04-19,Organic
1678,Bangalore,MH,2023-03-12,Google Ads
1679,Kolkata,DL,2023-05-11,Organic
1680,Delhi,TN,2023-05-29,Organic
1681,Hyderabad,MH,2023-06-17,Referral
1682,Delhi,MH,2023-03-03,Facebook Ads
1683,Chennai,TS,2023-01-04,Facebook Ads
1684,Mumbai,KA,2023-09-12,Instagram
1685,Pune,DL,2023-08-09,Organic
1686,Mumbai,MH,2023-03-31,Organic
1687,Hyderabad,MH,2023-03-08,Google Ads
1688,Mumbai,TS,2023-07-14,Facebook Ads
1689,Mumbai,TN,2023-09-30,Google Ads
1690,Hyderabad,MH,2023-12-27,Referral
1691,Kolkata,GJ,2023-04-28,Instagram
1692,Kolkata,KA,2023-09-14,Google Ads
1693,Hyderabad,MH,2023-10-14,Facebook Ads
1694,Pune,TN,2023-12-09,Referral
1695,Chennai,TN,2023-07-01,Organic
1696,Ahmedabad,DL,2023-02-06,Referral
1697,Mumbai,MH,2023-07-23,Google Ads
1698,Pune,DL,2023-01-22,Facebook Ads
1699,Mumbai,MH,2023-08-12,Google Ads
1700,Ahmedabad,GJ,2023-01-10,Organic
1701,Chennai,MH,2023-08-24,Organic
1702,Kolkata,WB,2023-02-09,Facebook Ads
1703,Pune,MH,2023-06-10,Instagram
1704,Bangalore,GJ,2023-10-22,Referral
1705,Bangalore,WB,2023-08-08,Referral
1706,Ahmedabad,TN,2023-10-21,Organic
1707,Bangalore,DL,2023-07-27,Google Ads
1708,Kolkata,KA,2023-12-30,Google Ads
1709,Ahmedabad,MH,2023-11-24,Instagram
1710,Kolkata,KA,2023-08-02,Google Ads
1711,Chennai,MH,2023-05-29,Referral
1712,Mumbai,TN,2023-02-28,Google Ads
1713,Chennai,DL,2023-07-27,Instagram
1714,Chennai,MH,2023-01-11,Referral
1715,Kolkata,MH,2023-06-16,Google Ads
1716,Ahmedabad,MH,2023-03-29,Referral
1717,Ahmedabad,MH,2023-11-13,Organic
1718,Bangalore,MH,2023-08-24,Organic
1719,Delhi,KA,2023-12-20,Organic
1720,Mumbai,DL,2023-07-05,Google Ads
1721,Kolkata,GJ,2023-02-15,Instagram
1722,Bangalore,MH,2023-08-12,Referral
1723,Pune,DL,2023-02-24,Facebook Ads
1724,Delhi,KA,2023-05-05,Organic
1725,Delhi,MH,2023-08-12,Organic
1726,Kolkata,MH,2023-10-29,Facebook Ads
1727,Hyderabad,MH,2023-07-25,Facebook Ads
1728,Mumbai,TN,2023-09-26,Google Ads
1729,Delhi,WB,2023-02-10,Referral
1730,Kolkata,TS,2023-07-22,Organic
1731,Kolkata,GJ,2023-06-08,Instagram
1732,Bangalore,WB,2023-06-23,Google Ads
1733,Pune,MH,2023-04-24,Google Ads
1734,Hyderabad,DL,2023-06-20,Instagram
1735,Mumbai,MH,2023-03-28,Instagram
1736,Ahmedabad,DL,2023-02-09,Instagram
1737,Chennai,DL,2023-09-19,Facebook Ads
1738,Pune,WB,2023-11-21,Organic
1739,Pune,TS,2023-02-28,Facebook Ads
1740,Bangalore,TN,2023-09-29,Organic
1741,Ahmedabad,WB,2023-09-19,Facebook Ads
1742,Delhi,TS,2023-04-10,Referral
1743,Delhi,MH,2023-06-28,Organic
1744,Bangalore,MH,2023-06-29,Google Ads
1745,Kolkata,DL,2023-11-27,Organic
1746,Delhi,KA,2023-03-17,Organic
1747,Hyderabad,MH,2023-05-01,Organic
1748,Mumbai,MH,2023-02-22,Referral
1749,Pune,DL,2023-03-16,Facebook Ads
1750,Pune,KA,2023-05-12,Google Ads
1751,Hyderabad,GJ,2023-04-12,Facebook Ads
1752,Ahmedabad,TS,2023-03-30,Facebook Ads
1753,Delhi,GJ,2023-11-05,Instagram
1754,Pune,GJ,2023-03-20,Referral
1755,Chennai,MH,2023-12-02,Instagram
1756,Ahmedabad,GJ,2023-02-08,Referral
1757,Mumbai,MH,2023-04-01,Facebook Ads
1758,Mumbai,WB,2023-11-18,Facebook Ads
1759,Pune,KA,2023-09-10,Referral
1760,Bangalore,TS,2023-08-26,Facebook Ads
1761,Ahmedabad,MH,2023-10-16,Facebook Ads
1762,Pune,GJ,2023-10-24,Google Ads
1763,Bangalore,WB,2023-08-18,Instagram
1764,Pune,KA,2023-12-15,Instagram
1765,Chennai,DL,2023-10-17,Instagram
1766,Ahmedabad,DL,2023-11-26,Organic
1767,Kolkata,DL,2023-11-22,Google Ads
1768,Mumbai,MH,2023-11-16,Instagram
1769,Pune,TS,2023-06-15,Instagram
1770,Chennai,DL,2023-11-18,Google Ads
1771,Bangalore,MH,2023-06-11,Facebook Ads
1772,Bangalore,TN,2023-03-19,Instagram
1773,Mumbai,MH,2023-08-14,Facebook Ads
1774,Hyderabad,MH,2023-02-04,Instagram
1775,Pune,MH,2023-08-29,Referral
1776,Ahmedabad,TS,2023-08-15,Organic
1777,Delhi,WB,2023-11-20,Instagram
1778,Bangalore,GJ,2023-06-05,Referral
1779,Ahmedabad,MH,2023-05-21,Google Ads
1780,Ahmedabad,DL,2023-10-30,Referral
1781,Kolkata,MH,2023-01-29,Google Ads
1782,Ahmedabad,KA,2023-06-30,Instagram
1783,Ahmedabad,DL,2023-09-17,Google Ads
1784,Kolkata,MH,2023-02-07,Referral
1785,Bangalore,TN,2023-06-08,Organic
1786,Ahmedabad,GJ,2023-08-25,Facebook Ads
1787,Hyderabad,KA,2023-08-20,Facebook Ads
1788,Hyderabad,TN,2023-01-20,Organic
1789,Chennai,WB,2023-01-30,Facebook Ads
1790,Kolkata,MH,2023-07-08,Instagram
1791,Chennai,TN,2023-05-27,Instagram
1792,Kolkata,GJ,2023-02-09,Referral
1793,Pune,GJ,2023-11-27,Referral
1794,Pune,WB,2023-02-16,Google Ads
1795,Ahmedabad,GJ,2023-11-11,Referral
1796,Delhi,MH,2023-11-01,Instagram
1797,Pune,MH,2023-09-17,Referral
1798,Delhi,GJ,2023-07-16,Facebook Ads
1799,Pune,TN,2023-08-25,Google Ads
1800,Mumbai,MH,2023-10-25,Google Ads
1801,Pune,DL,2023-10-11,Instagram
1802,Chennai,GJ,2023-01-22,Referral
1803,Bangalore,MH,2023-08-19,Facebook Ads
1804,Ahmedabad,TS,2023-10-20,Referral
1805,Chennai,WB,2023-11-30,Organic
1806,Bangalore,GJ,2023-04-07,Referral
1807,Hyderabad,MH,2023-06-14,Instagram
1808,Chennai,TS,2023-11-06,Referral
1809,Hyderabad,MH,2023-09-01,Google Ads
1810,Delhi,MH,2023-09-14,Facebook Ads
1811,Delhi,TN,2023-03-19,Instagram
1812,Mumbai,DL,2023-02-01,Organic
1813,Pune,GJ,2023-08-19,Facebook Ads
1814,Chennai,WB,2023-02-22,Facebook Ads
1815,Hyderabad,GJ,2023-06-25,Google Ads
1816,Bangalore,DL,2024-01-01,Google Ads
1817,Delhi,KA,2023-02-13,Google Ads
1818,Pune,TN,2023-09-16,Instagram
1819,Delhi,TN,2023-11-27,Referral
1820,Bangalore,DL,2023-03-30,Facebook Ads
1821,Pune,MH,2023-01-21,Referral
1822,Pune,TN,2023-05-07,Referral
1823,Hyderabad,GJ,2023-12-29,Google Ads
1824,Hyderabad,DL,2023-08-13,Referral
1825,Chennai,TN,2023-08-13,Facebook Ads
1826,Chennai,MH,2023-09-26,Facebook Ads
1827,Kolkata,DL,2023-09-25,Organic
1828,Ahmedabad,DL,2023-11-09,Instagram
1829,Kolkata,GJ,2023-03-23,Referral
1830,Mumbai,TS,2023-07-06,Instagram
1831,Delhi,TN,2023-07-10,Instagram
1832,Chennai,TN,2023-05-25,Instagram
1833,Hyderabad,DL,2023-07-18,Instagram
1834,Bangalore,MH,2023-07-29,Facebook Ads
1835,Hyderabad,MH,2023-06-23,Referral
1836,Delhi,WB,2023-12-14,Organic
1837,Kolkata,MH,2023-11-03,Instagram
1838,Hyderabad,TN,2023-01-27,Organic
1839,Ahmedabad,MH,2023-11-20,Facebook Ads
1840,Mumbai,TS,2023-11-28,Facebook Ads
1841,Delhi,DL,2023-06-21,Google Ads
1842,Kolkata,KA,2023-02-03,Instagram
1843,Ahmedabad,TS,2023-06-18,Google Ads
1844,Bangalore,GJ,2023-02-18,Organic
1845,Kolkata,GJ,2023-10-13,Referral
1846,Pune,MH,2023-12-14,Google Ads
1847,Ahmedabad,KA,2023-07-17,Facebook Ads
1848,Ahmedabad,TS,2023-05-26,Instagram
1849,Mumbai,MH,2023-05-10,Organic
1850,Delhi,TN,2023-12-03,Facebook Ads
