return_id,order_id,return_date,return_reason,refund_amount,refund_processed_days
1954,27894,2024-05-30,Wrong Product,3943.7,8
1955,17238,2024-02-12,Not as Expected,3518.63,7
1956,40741,2024-06-21,Not as Expected,1910.79,3
1957,17760,2024-06-04,Late Delivery,5330.03,7
1958,43858,2024-03-06,Size Issue,4254.34,5
1959,13836,2024-06-29,Late Delivery,3803.77,5
1960,49986,2024-02-24,Not as Expected,6841.72,6
1961,34749,2024-11-01,Size Issue,468.06,6
1962,22972,2025-01-02,Not as Expected,6372.5,6
1963,49464,2024-05-24,Late Delivery,5760.25,2
1964,7040,2024-12-20,Wrong Product,2415.15,2
1965,129,2024-06-03,Damaged,3234.27,7
1966,47953,2024-02-16,Late Delivery,8084.11,8
1967,41368,2024-04-10,Wrong Product,2009.08,1
1968,17965,2024-12-24,Damaged,4079.34,6
1969,29842,2024-06-21,Size Issue,1781.25,8
1970,1242,2024-09-13,Wrong Product,7826.65,5
1971,18369,2024-10-16,Wrong Product,947.87,7
1972,26208,2024-10-29,Late Delivery,1148.7,7
1973,14516,2024-08-29,Damaged,4830.94,9
1974,44987,2024-04-21,Not as Expected,7004.57,2
1975,27176,2025-01-06,Wrong Product,3651.77,8
1976,2216,2024-08-17,Size Issue,577.83,8
1977,24378,2024-12-22,Wrong Product,4397.07,7
1978,4910,2025-01-01,Damaged,7575.1,5
1979,33337,2024-03-19,Wrong Product,2474.15,2
1980,7860,2024-04-10,Wrong Product,8001.27,4
1981,40733,2024-03-14,Damaged,867.28,4
1982,17773,2024-05-14,Size Issue,7547.17,2
1983,40969,2024-04-02,Wrong Product,3070.88,7
1984,11825,2024-09-30,Size Issue,806.18,1
1985,13519,2024-03-21,Size Issue,1340.96,4
1986,4206,2025-01-07,Wrong Product,2584.37,7
1987,9468,2024-07-10,Not as Expected,854.54,3
1988,13383,2024-02-02,Damaged,396.67,1
1989,42850,2024-10-27,Not as Expected,3521.82,8
1990,18792,2024-09-14,Late Delivery,6482.35,8
1991,350,2024-04-01,Size Issue,3763.32,7
1992,45899,2024-04-29,Size Issue,5699.95,4
1993,27098,2024-09-06,Damaged,505.26,6
1994,33829,2024-05-24,Late Delivery,3088.7,1
1995,42827,2024-01-20,Size Issue,3280.4,2
1996,11629,2024-12-01,Damaged,4410.64,1
1997,5092,2024-05-12,Size Issue,3480.46,5
1998,23410,2024-05-12,Damaged,2343.84,3
1999,40923,2024-03-25,Wrong Product,994.21,6
2000,43900,2024-06-29,Late Delivery,2010.64,2
2001,18107,2024-01-12,Size Issue,1085.2,5
2002,2264,2024-03-19,Late Delivery,4167.81,4
2003,5243,2024-10-20,Late Delivery,976.51,1
2004,43581,2024-02-03,Wrong Product,3436.04,9
2005,7907,2024-12-15,Not as Expected,6148.65,3
2006,30785,2024-05-15,Not as Expected,2295.72,1
2007,39923,2024-02-23,Late Delivery,2491.12,7
2008,40941,2024-09-26,Damaged,1063.22,6
2009,37742,2024-03-19,Damaged,4199.14,4
2010,25251,2024-12-22,Not as Expected,4597.33,9
2011,794,2024-08-07,Size Issue,2851.48,2
2012,8478,2024-08-18,Size Issue,4640.42,4
2013,5770,2024-04-25,Wrong Product,1446.97,2
2014,10850,2024-02-05,Wrong Product,5080.8,2
2015,13813,2024-06-24,Size Issue,2802.0,8
2016,28376,2024-01-19,Late Delivery,4408.53,8
2017,34707,2024-03-02,Wrong Product,6425.03,9
2018,8305,2024-09-13,Damaged,889.35,7
2019,10095,2024-08-18,Size Issue,3420.81,5
2020,49088,2024-05-14,Size Issue,5629.92,6
2021,45414,2024-08-21,Damaged,4421.03,7
2022,262,2024-08-15,Size Issue,5384.89,9
2023,8708,2024-01-14,Late Delivery,901.91,9
2024,48716,2024-07-07,Damaged,540.96,9
2025,10134,2024-11-04,Late Delivery,6601.67,7
2026,23469,2024-11-16,Late Delivery,1082.41,6
2027,6736,2024-02-04,Size Issue,723.89,5
2028,39588,2024-01-18,Damaged,4371.78,4
2029,41888,2024-09-22,Damaged,3673.53,7
2030,29594,2024-02-27,Size Issue,867.2,5
2031,45299,2024-06-06,Damaged,5650.07,3
2032,48187,2024-07-07,Wrong Product,6739.62,8
2033,23870,2024-03-20,Wrong Product,3403.69,3
2034,10975,2024-08-29,Size Issue,5255.31,6
2035,31244,2024-11-10,Damaged,3527.71,5
2036,19390,2024-02-03,Size Issue,4005.51,4
2037,29069,2024-07-25,Damaged,6421.39,1
2038,46389,2024-05-07,Damaged,931.65,6
2039,19864,2024-12-30,Wrong Product,3863.69,9
2040,23995,2024-10-12,Late Delivery,1384.1,4
2041,41964,2024-07-16,Late Delivery,3048.35,8
2042,26436,2024-09-15,Damaged,2152.9,7
2043,36509,2024-07-25,Size Issue,4131.09,1
2044,13326,2024-10-18,Size Issue,6688.86,3
2045,5515,2024-01-16,Not as Expected,4076.69,1
2046,27208,2024-01-12,Size Issue,2188.18,8
2047,33906,2024-06-13,Size Issue,2535.89,4
2048,36779,2024-04-28,Not as Expected,2301.81,3
2049,2255,2024-09-12,Not as Expected,6315.28,5
2050,41149,2024-09-30,Size Issue,5507.71,5
2051,38740,2024-05-17,Not as Expected,509.88,3
2052,28746,2024-05-17,Not as Expected,6029.31,7
2053,8546,2024-11-07,Not as Expected,5937.3,4
2054,47441,2024-06-28,Not as Expected,430.31,6
2055,34672,2024-08-11,Size Issue,4207.02,7
2056,35614,2024-09-13,Size Issue,2114.5,4
2057,22853,2024-04-09,Size Issue,2009.99,3
2058,4420,2024-08-26,Damaged,5750.96,3
2059,25822,2024-11-19,Not as Expected,3909.06,5
2060,9245,2024-02-08,Late Delivery,1528.33,3
2061,3348,2024-06-05,Size Issue,7462.83,8
2062,6051,2024-09-08,Not as Expected,2340.9,7
2063,22695,2024-05-10,Size Issue,1923.06,4
2064,41427,2024-10-31,Not as Expected,1484.95,6
2065,48849,2024-02-06,Size Issue,4419.25,4
2066,11940,2024-08-03,Late Delivery,5328.73,2
2067,46798,2024-02-05,Damaged,5240.52,8
2068,42662,2025-01-02,Not as Expected,3167.49,3
2069,31563,2024-08-19,Damaged,3031.13,2
2070,36366,2024-01-11,Wrong Product,2248.78,9
2071,33528,2024-07-31,Not as Expected,4555.01,3
2072,49667,2024-09-16,Not as Expected,1499.04,2
2073,36072,2024-10-10,Late Delivery,2438.82,5
2074,46035,2024-10-21,Late Delivery,7237.53,8
2075,44414,2024-12-21,Not as Expected,1370.3,6
2076,31246,2024-05-28,Not as Expected,2142.94,9
2077,26566,2024-01-20,Not as Expected,5048.73,8
2078,24892,2024-07-30,Late Delivery,4223.07,1
2079,36802,2024-02-28,Not as Expected,5989.61,3
2080,25428,2024-08-30,Wrong Product,4189.74,4
2081,19418,2024-01-25,Size Issue,1373.44,7
2082,26900,2024-01-25,Damaged,6131.01,2
2083,30057,2024-07-26,Wrong Product,2295.31,2
2084,25537,2024-10-03,Wrong Product,2388.8,6
2085,835,2024-11-24,Late Delivery,2272.76,5
2086,29170,2024-03-13,Late Delivery,7273.32,7
2087,43649,2024-12-02,Wrong Product,3054.84,7
2088,32128,2024-07-02,Wrong Product,3031.74,1
2089,31026,2024-01-26,Size Issue,6942.28,7
2090,30672,2024-09-26,Not as Expected,1794.91,8
2091,2584,2024-11-04,Not as Expected,2719.5,6
2092,6399,2024-03-19,Damaged,6273.57,7
2093,16503,2024-08-28,Wrong Product,3692.56,9
2094,29699,2024-05-11,Wrong Product,3186.01,2
2095,32036,2024-10-07,Not as Expected,7100.41,3
2096,34787,2024-07-02,Not as Expected,2655.68,1
2097,40024,2024-01-27,Late Delivery,2438.86,2
2098,44885,2025-01-04,Damaged,1147.22,5
2099,10480,2024-07-26,Not as Expected,4204.03,7
2100,32379,2024-12-03,Size Issue,246.95,2
2101,27452,2024-10-08,Size Issue,792.5,6
2102,19867,2024-12-14,Late Delivery,1584.41,3
2103,21268,2024-01-10,Late Delivery,5675.27,1
2104,35212,2024-08-27,Wrong Product,7116.38,3
2105,48127,2024-03-20,Size Issue,8249.13,3
2106,3238,2024-03-07,Damaged,961.74,1
2107,49870,2024-11-01,Size Issue,4512.31,1
2108,10652,2024-04-29,Not as Expected,1622.34,5
2109,27544,2024-08-13,Late Delivery,716.86,6
2110,48956,2024-02-11,Damaged,2462.94,7
2111,44147,2024-08-31,Wrong Product,576.01,1
2112,41986,2024-05-27,Damaged,5580.61,4
2113,48668,2024-06-23,Not as Expected,1657.6,5
2114,13754,2024-03-05,Wrong Product,4900.74,2
2115,6894,2024-11-09,Late Delivery,5493.51,9
2116,6317,2024-09-02,Size Issue,5320.41,6
2117,31800,2024-02-01,Wrong Product,4270.07,2
2118,9837,2024-07-24,Not as Expected,7179.49,7
2119,6673,2025-01-04,Late Delivery,6403.15,6
2120,3306,2024-11-13,Size Issue,1774.42,4
2121,20424,2024-10-04,Late Delivery,4445.57,2
2122,32888,2024-10-24,Not as Expected,2962.94,4
2123,1101,2024-09-28,Size Issue,2931.99,2
2124,8970,2024-09-12,Wrong Product,3082.74,6
2125,49748,2024-05-20,Size Issue,6354.79,1
2126,45345,2024-02-10,Not as Expected,1215.85,8
2127,29246,2024-10-08,Wrong Product,1239.95,7
2128,33063,2024-07-12,Late Delivery,325.57,6
2129,27883,2024-10-13,Late Delivery,7496.78,7
2130,23355,2024-04-19,Late Delivery,4927.1,9
2131,25008,2024-11-06,Wrong Product,5957.98,2
2132,28335,2024-04-20,Damaged,1573.56,3
2133,16630,2024-11-01,Late Delivery,3760.02,3
2134,33089,2024-10-27,Size Issue,3760.5,1
2135,39823,2024-08-08,Damaged,3587.3,8
2136,32194,2024-03-14,Late Delivery,1517.03,3
2137,21722,2024-07-10,Size Issue,790.31,7
2138,40069,2024-08-24,Late Delivery,2840.16,1
2139,26099,2024-05-17,Damaged,6004.94,6
2140,27229,2024-04-14,Damaged,6074.52,9
2141,9661,2024-06-04,Not as Expected,6619.64,1
2142,39262,2024-04-18,Size Issue,5352.59,6
2143,2600,2024-06-10,Damaged,5057.7,7
2144,28044,2024-07-14,Not as Expected,2273.27,7
2145,7226,2024-01-16,Late Delivery,1895.24,1
2146,35478,2024-12-26,Damaged,2158.4,3
2147,49624,2024-05-16,Not as Expected,2679.29,8
2148,26815,2024-12-07,Damaged,6525.19,3
2149,7810,2024-06-16,Size Issue,7762.75,3
2150,4727,2025-01-07,Size Issue,1935.26,3
2151,24194,2024-01-23,Size Issue,1753.42,6
2152,30884,2024-06-09,Size Issue,2949.59,6
2153,35387,2024-10-18,Size Issue,5041.78,8
2154,25770,2024-11-24,Damaged,5786.43,2
2155,23401,2024-06-01,Not as Expected,5304.07,4
2156,19130,2024-06-29,Not as Expected,7363.08,1
2157,17257,2024-05-24,Damaged,2110.71,3
2158,26553,2024-09-25,Size Issue,4120.02,1
2159,33842,2024-09-20,Size Issue,3044.15,3
2160,33794,2024-03-22,Damaged,1436.09,3
2161,3974,2024-02-27,Late Delivery,5094.63,6
2162,1404,2024-06-25,Wrong Product,2101.55,4
2163,16292,2024-04-19,Wrong Product,1355.47,1
2164,34752,2024-11-01,Late Delivery,5213.98,7
2165,11247,2024-11-21,Damaged,1055.68,1
2166,3610,2024-05-27,Damaged,3270.98,2
2167,13197,2024-05-11,Not as Expected,2456.14,8
2168,10151,2024-04-25,Late Delivery,1674.64,6
2169,12251,2025-01-08,Late Delivery,2665.39,6
2170,40004,2024-06-06,Wrong Product,3544.81,8
2171,23734,2024-08-22,Wrong Product,1839.26,4
2172,10432,2024-02-24,Damaged,658.07,4
2173,33429,2024-09-29,Damaged,986.53,8
2174,22682,2024-08-21,Late Delivery,2011.48,4
2175,34293,2024-02-02,Wrong Product,2618.64,6
2176,45297,2024-06-10,Size Issue,7951.23,5
2177,7791,2024-10-21,Not as Expected,1614.62,4
2178,31288,2024-08-30,Damaged,4181.63,8
2179,45006,2024-05-26,Wrong Product,5996.46,8
2180,41843,2024-10-08,Late Delivery,1549.69,1
2181,19224,2024-07-24,Late Delivery,972.42,4
2182,42139,2024-08-05,Wrong Product,6377.2,6
2183,7103,2024-11-10,Late Delivery,1646.96,1
2184,18685,2024-08-28,Size Issue,6015.57,5
2185,22778,2024-12-25,Late Delivery,3136.1,1
2186,31933,2024-11-23,Wrong Product,2159.58,3
2187,15749,2025-01-04,Wrong Product,6916.23,9
2188,39622,2024-10-28,Wrong Product,3566.5,7
2189,24869,2024-04-29,Wrong Product,5770.13,4
2190,40203,2024-05-07,Size Issue,5762.79,3
2191,3091,2024-02-18,Damaged,3154.25,8
2192,2654,2024-11-04,Late Delivery,5156.69,3
2193,35911,2024-10-10,Wrong Product,2941.62,4
2194,19302,2024-12-09,Damaged,6852.37,3
2195,27973,2024-08-21,Size Issue,506.56,1
2196,11745,2024-03-02,Not as Expected,4346.72,4
2197,10097,2024-03-02,Not as Expected,4902.44,6
2198,2374,2025-01-08,Late Delivery,8042.85,6
2199,40515,2024-08-31,Wrong Product,3653.44,5
2200,12362,2024-09-03,Not as Expected,572.48,7
2201,22938,2024-05-18,Not as Expected,322.89,8
2202,23269,2024-10-16,Damaged,781.61,7
2203,22719,2024-02-18,Not as Expected,6450.36,6
2204,32890,2024-11-12,Not as Expected,2848.29,8
2205,37798,2024-07-30,Size Issue,1692.06,7
2206,13101,2024-10-07,Late Delivery,1896.61,1
2207,47401,2024-08-03,Size Issue,4039.53,8
2208,49128,2024-10-19,Late Delivery,948.03,3
2209,42995,2024-10-08,Not as Expected,6250.89,8
2210,41841,2024-05-08,Not as Expected,1559.89,2
2211,34757,2024-03-17,Wrong Product,5691.26,6
2212,33364,2024-09-11,Wrong Product,5018.54,4
2213,49296,2024-01-20,Damaged,5029.44,8
2214,32582,2024-08-24,Size Issue,6825.74,9
2215,12101,2024-03-15,Wrong Product,1880.95,1
2216,4365,2024-06-23,Wrong Product,6386.11,7
2217,18215,2024-10-19,Late Delivery,4279.27,2
2218,17161,2024-03-16,Wrong Product,671.26,9
2219,17397,2024-12-14,Size Issue,3649.4,1
2220,38567,2024-09-19,Damaged,500.48,5
2221,21985,2024-05-05,Size Issue,2371.49,6
2222,21809,2024-02-24,Not as Expected,906.29,3
2223,3895,2024-07-06,Wrong Product,1666.43,6
2224,26920,2024-08-04,Late Delivery,5788.07,2
2225,13733,2024-09-17,Size Issue,4871.64,5
2226,32527,2024-06-16,Wrong Product,2711.82,5
2227,10295,2024-09-23,Size Issue,3446.15,8
2228,44187,2024-05-08,Damaged,5450.96,9
2229,40108,2024-10-24,Wrong Product,4426.2,2
2230,21716,2024-02-07,Late Delivery,4813.31,7
2231,16872,2024-06-22,Wrong Product,5037.02,1
2232,25620,2024-08-19,Size Issue,438.42,2
2233,41443,2024-12-30,Damaged,3289.7,1
2234,25877,2024-08-08,Wrong Product,4388.04,1
2235,16535,2024-09-09,Late Delivery,1356.11,6
2236,21547,2024-08-31,Late Delivery,2813.94,6
2237,13466,2024-12-03,Late Delivery,4272.26,7
2238,8761,2024-02-05,Not as Expected,3593.92,1
2239,13418,2024-05-12,Late Delivery,585.64,3
2240,1307,2024-12-23,Late Delivery,850.89,9
2241,9714,2024-06-29,Late Delivery,4911.39,7
2242,32173,2024-09-01,Damaged,2632.35,5
2243,14004,2024-07-29,Damaged,795.22,7
2244,25161,2024-02-21,Damaged,3996.21,9
2245,37488,2024-06-04,Late Delivery,3444.7,9
2246,4483,2024-01-17,Wrong Product,6071.44,5
2247,3679,2025-01-01,Size Issue,5907.32,9
2248,45254,2024-10-04,Size Issue,7058.73,3
2249,3900,2024-05-25,Late Delivery,4602.13,4
2250,5172,2024-03-21,Damaged,2355.53,6
2251,29131,2024-08-21,Not as Expected,5796.09,8
2252,11292,2024-08-29,Late Delivery,4281.95,9
2253,12631,2024-06-17,Late Delivery,4255.73,5
2254,1268,2024-10-19,Not as Expected,1729.05,9
2255,4041,2024-11-19,Wrong Product,1611.75,1
2256,23428,2024-03-06,Damaged,3962.14,4
2257,11929,2024-11-26,Wrong Product,5974.46,2
2258,12136,2024-06-05,Wrong Product,5619.32,1
2259,38745,2024-12-10,Damaged,6234.79,2
2260,46354,2024-10-15,Size Issue,2878.56,2
2261,32935,2024-05-29,Not as Expected,4688.91,5
2262,6163,2024-08-22,Size Issue,4602.34,5
2263,33180,2024-09-07,Late Delivery,3751.01,4
2264,20489,2024-05-21,Damaged,672.47,8
2265,20485,2024-06-07,Late Delivery,3636.51,7
2266,22823,2025-01-08,Size Issue,1105.04,1
2267,4667,2024-08-27,Damaged,1197.62,7
2268,29917,2024-04-01,Size Issue,4608.42,4
2269,22249,2024-02-25,Late Delivery,2373.98,4
2270,31647,2024-05-20,Wrong Product,2000.62,5
2271,46258,2024-01-18,Size Issue,6475.42,3
2272,39305,2025-01-08,Late Delivery,3095.42,6
2273,28117,2024-05-31,Late Delivery,4401.23,8
2274,49258,2024-05-14,Size Issue,5907.14,2
2275,22387,2024-12-15,Size Issue,7061.43,9
2276,4962,2024-04-10,Wrong Product,3603.92,3
2277,39085,2024-09-28,Damaged,2173.36,7
2278,29876,2024-03-01,Not as Expected,6969.8,1
2279,21447,2024-08-15,Size Issue,1561.34,6
2280,43807,2024-09-26,Damaged,4178.92,1
2281,29476,2024-08-23,Damaged,5396.9,1
2282,39448,2024-02-27,Size Issue,6167.31,4
2283,42031,2024-05-12,Size Issue,5585.06,5
2284,10533,2024-10-10,Not as Expected,2518.02,5
2285,2278,2024-08-11,Late Delivery,5639.78,6
2286,7254,2024-10-26,Wrong Product,5296.11,7
2287,8485,2024-02-17,Late Delivery,3095.98,2
2288,1618,2024-12-02,Wrong Product,2090.7,1
2289,45215,2024-08-04,Not as Expected,5547.37,7
2290,29641,2024-06-02,Late Delivery,1721.32,6
2291,31350,2024-04-12,Damaged,1679.83,4
2292,1676,2024-02-18,Late Delivery,693.07,5
2293,27673,2024-06-04,Not as Expected,4359.02,2
2294,38344,2024-04-09,Size Issue,5606.74,9
2295,11103,2024-06-05,Damaged,4924.01,6
2296,42556,2024-05-19,Wrong Product,5212.7,7
2297,47197,2024-03-14,Late Delivery,2354.03,5
2298,24080,2024-12-07,Wrong Product,583.27,1
2299,13146,2024-03-31,Late Delivery,3907.29,1
2300,34522,2024-08-12,Damaged,5533.23,6
2301,28597,2024-07-12,Damaged,5726.28,4
2302,15430,2024-12-30,Not as Expected,5403.84,8
2303,3174,2024-09-21,Damaged,1274.56,3
2304,26293,2024-12-04,Late Delivery,1025.17,9
2305,12395,2024-06-10,Not as Expected,1273.28,1
2306,22047,2024-01-13,Not as Expected,1815.39,4
2307,26579,2024-05-14,Damaged,588.47,4
2308,2616,2024-07-13,Wrong Product,450.81,8
2309,15094,2024-02-21,Wrong Product,6881.53,8
2310,7023,2024-11-25,Damaged,1271.69,4
2311,39732,2024-09-05,Not as Expected,4008.42,4
2312,48860,2024-01-23,Damaged,7598.36,5
2313,47429,2024-07-09,Size Issue,3427.47,7
2314,44125,2024-12-16,Late Delivery,4894.64,3
2315,43551,2024-12-08,Not as Expected,4390.24,6
2316,36570,2024-01-10,Not as Expected,4468.93,4
2317,49041,2024-03-24,Size Issue,2824.64,1
2318,16267,2025-01-03,Not as Expected,3984.37,6
2319,15665,2024-09-25,Damaged,1060.62,8
2320,8895,2024-07-27,Late Delivery,4734.33,4
2321,18180,2024-07-31,Size Issue,1032.47,5
2322,11264,2024-07-14,Wrong Product,3847.61,8
2323,40174,2024-01-10,Size Issue,3227.04,8
2324,48812,2024-10-01,Size Issue,5744.28,5
2325,32743,2024-11-19,Wrong Product,4837.18,6
2326,31733,2024-07-25,Wrong Product,5213.2,5
2327,28780,2024-05-05,Not as Expected,3008.64,8
2328,35404,2024-03-22,Damaged,5045.27,5
2329,22366,2024-12-28,Damaged,2553.75,3
2330,6159,2024-10-04,Wrong Product,5111.09,1
2331,15622,2024-08-03,Wrong Product,1763.0,5
2332,38424,2024-06-10,Not as Expected,3750.52,2
2333,23712,2024-01-20,Size Issue,4858.64,4
2334,1821,2024-01-11,Damaged,4774.42,7
2335,30910,2024-10-20,Wrong Product,4732.97,6
2336,7337,2024-04-19,Damaged,6685.17,2
2337,48717,2024-04-15,Damaged,4506.02,7
2338,40452,2024-11-28,Size Issue,4008.15,9
2339,29263,2024-09-19,Not as Expected,8198.08,9
2340,41790,2024-06-10,Not as Expected,1125.9,3
2341,32390,2024-09-28,Late Delivery,1973.65,9
2342,25892,2024-11-14,Wrong Product,1545.78,3
2343,15452,2024-06-06,Not as Expected,2687.35,8
2344,14755,2024-05-23,Late Delivery,1808.03,9
2345,11948,2024-01-20,Not as Expected,5831.63,5
2346,9155,2024-11-18,Damaged,5291.33,7
2347,40872,2024-06-07,Size Issue,2836.93,5
2348,11005,2024-11-25,Damaged,544.13,5
2349,12691,2024-08-01,Wrong Product,3842.04,8
2350,29798,2024-09-13,Size Issue,2225.93,8
2351,4195,2024-11-23,Wrong Product,1302.67,6
2352,41898,2024-07-22,Wrong Product,6368.03,4
2353,29700,2024-11-15,Wrong Product,7218.42,9
2354,23746,2024-08-07,Size Issue,6813.46,3
2355,40527,2024-06-16,Not as Expected,4156.15,7
2356,26259,2024-07-06,Late Delivery,5687.56,7
2357,22857,2024-05-20,Wrong Product,500.18,6
2358,23436,2024-06-07,Damaged,4681.69,8
2359,13294,2024-12-31,Late Delivery,3396.18,3
2360,44122,2024-09-04,Damaged,3172.56,8
2361,34396,2024-03-01,Not as Expected,4031.65,6
2362,28889,2024-04-14,Size Issue,3539.53,2
2363,44332,2024-12-21,Late Delivery,6229.26,3
2364,49125,2024-01-30,Late Delivery,365.38,1
2365,38904,2024-03-26,Size Issue,5877.04,4
2366,36899,2024-11-16,Wrong Product,1002.57,7
2367,12869,2024-03-27,Late Delivery,3756.64,9
2368,34496,2024-09-19,Late Delivery,2353.67,2
2369,47981,2024-09-25,Size Issue,5798.49,7
2370,9975,2024-05-01,Late Delivery,3556.64,7
2371,2422,2024-09-09,Damaged,4712.08,9
2372,42140,2024-08-28,Not as Expected,695.31,9
2373,934,2024-04-18,Wrong Product,6366.83,9
2374,27697,2024-07-05,Damaged,1850.99,3
2375,15260,2024-05-05,Not as Expected,5013.06,1
2376,35222,2024-06-02,Wrong Product,1102.37,2
2377,46081,2024-10-03,Damaged,6009.12,8
2378,44699,2024-10-15,Late Delivery,8429.75,3
2379,49876,2024-10-11,Late Delivery,604.4,8
2380,27824,2024-06-23,Wrong Product,3758.69,1
2381,32410,2024-08-10,Late Delivery,1070.35,7
2382,29264,2024-01-25,Size Issue,937.23,2
2383,21611,2024-12-08,Wrong Product,1377.24,7
2384,15774,2024-12-25,Wrong Product,2334.58,1
2385,24224,2024-03-20,Wrong Product,6691.56,1
2386,4351,2024-04-28,Not as Expected,3739.67,7
2387,19072,2024-05-12,Not as Expected,5033.13,8
2388,47644,2024-05-05,Wrong Product,3326.06,3
2389,36535,2024-04-10,Not as Expected,1891.63,7
2390,33066,2024-06-07,Not as Expected,692.68,4
2391,18530,2024-10-08,Not as Expected,1941.22,7
2392,1832,2024-05-24,Late Delivery,8292.35,6
2393,37432,2024-03-09,Late Delivery,6677.89,3
2394,30027,2024-12-19,Damaged,2363.68,2
2395,17673,2024-04-23,Not as Expected,3940.46,8
2396,21714,2024-03-04,Late Delivery,422.27,7
2397,38473,2024-03-18,Late Delivery,2205.64,1
2398,25093,2024-01-18,Wrong Product,6477.15,2
2399,33701,2024-06-06,Damaged,6088.59,9
2400,9819,2024-04-02,Not as Expected,503.01,4
2401,16207,2024-01-17,Late Delivery,3518.78,9
2402,25359,2024-06-21,Not as Expected,2306.97,3
2403,7815,2024-04-01,Wrong Product,2575.49,7
2404,17592,2024-05-19,Damaged,3256.58,3
2405,23907,2024-02-18,Wrong Product,586.07,9
2406,39930,2024-01-30,Wrong Product,1246.13,2
2407,23968,2024-08-12,Size Issue,5334.08,7
2408,17624,2024-10-09,Wrong Product,1393.69,5
2409,34786,2024-09-02,Damaged,1002.03,3
2410,41113,2024-05-12,Size Issue,4424.66,6
2411,35636,2024-06-05,Not as Expected,2895.78,8
2412,945,2024-02-25,Not as Expected,5353.19,1
2413,19419,2024-08-23,Late Delivery,2452.04,9
2414,49105,2024-04-01,Damaged,688.7,1
2415,40661,2024-12-29,Not as Expected,1200.38,4
2416,8367,2024-02-04,Wrong Product,4005.68,5
2417,22422,2024-03-23,Late Delivery,4672.27,9
2418,4066,2024-09-18,Size Issue,2134.97,2
2419,2748,2024-12-11,Damaged,3382.97,9
2420,12311,2024-07-02,Not as Expected,4660.05,7
2421,36513,2024-05-06,Not as Expected,2732.17,5
2422,37658,2024-04-16,Wrong Product,6135.93,5
2423,30049,2024-10-09,Not as Expected,6395.2,1
2424,17425,2024-08-17,Wrong Product,1455.59,5
2425,1401,2024-12-24,Late Delivery,758.77,9
2426,17324,2025-01-02,Late Delivery,7088.94,3
2427,21622,2024-08-07,Size Issue,5485.66,8
2428,1881,2024-01-16,Damaged,2145.55,5
2429,46549,2024-08-21,Size Issue,5416.99,8
2430,46587,2024-11-04,Late Delivery,3608.97,8
2431,8374,2024-10-04,Damaged,1712.54,6
2432,38988,2024-01-27,Late Delivery,6266.49,6
2433,43577,2024-03-16,Wrong Product,2410.12,7
2434,36597,2024-10-25,Late Delivery,2014.42,2
2435,37868,2024-07-20,Late Delivery,4566.78,4
2436,48868,2024-09-16,Damaged,4784.29,1
2437,42498,2024-03-05,Late Delivery,1259.07,6
2438,12029,2024-01-28,Late Delivery,2300.63,6
2439,17452,2024-05-06,Not as Expected,5404.61,5
2440,10308,2024-02-18,Size Issue,3459.73,3
2441,2514,2024-08-12,Size Issue,1039.65,7
2442,2803,2024-07-25,Size Issue,7026.52,4
2443,38543,2024-03-08,Not as Expected,6210.91,8
2444,24514,2024-11-03,Size Issue,1397.31,8
2445,13001,2024-02-06,Damaged,5995.94,3
2446,45745,2024-08-21,Not as Expected,1788.99,7
2447,2162,2024-06-26,Not as Expected,1900.93,5
2448,13274,2024-06-05,Late Delivery,3350.21,6
2449,2705,2024-08-08,Damaged,604.54,7
2450,49873,2024-08-23,Size Issue,4639.01,9
2451,46708,2024-11-30,Size Issue,3946.35,4
2452,16864,2024-06-27,Not as Expected,1628.24,4
2453,47365,2024-08-15,Damaged,2648.97,7
2454,29845,2024-11-26,Wrong Product,715.02,1
2455,30680,2024-03-31,Damaged,3934.61,1
2456,25768,2024-09-24,Size Issue,1897.41,9
2457,23477,2024-01-20,Wrong Product,4886.86,6
2458,38312,2024-12-13,Late Delivery,5947.71,6
2459,44201,2024-11-22,Late Delivery,5137.73,5
2460,18360,2024-03-26,Damaged,2899.52,1
2461,30624,2024-08-19,Size Issue,4435.01,4
2462,35727,2024-12-30,Size Issue,1825.2,2
2463,2095,2024-11-29,Late Delivery,4526.95,2
2464,28462,2024-08-08,Wrong Product,1726.7,4
2465,12138,2024-07-19,Wrong Product,6690.88,4
2466,29121,2024-01-23,Size Issue,2873.8,5
2467,26321,2024-04-14,Late Delivery,2639.0,8
2468,30709,2024-03-06,Wrong Product,3658.88,2
2469,39241,2024-07-02,Late Delivery,4807.86,1
2470,17531,2024-11-16,Late Delivery,3707.19,6
2471,13656,2024-01-28,Size Issue,3728.83,7
2472,35270,2024-09-07,Wrong Product,4258.49,9
2473,7205,2024-03-24,Not as Expected,2793.2,7
2474,26977,2024-08-12,Damaged,939.02,3
2475,15939,2024-08-13,Size Issue,3998.59,6
2476,46622,2024-08-18,Wrong Product,5734.79,1
2477,28282,2024-10-05,Size Issue,2329.26,2
2478,31824,2024-03-08,Size Issue,7176.02,6
2479,21593,2024-03-10,Damaged,3718.86,5
2480,34531,2024-10-20,Late Delivery,6325.51,8
2481,17299,2024-12-13,Size Issue,805.71,1
2482,24127,2024-12-21,Damaged,317.13,9
2483,30294,2024-08-05,Damaged,3233.0,1
2484,19862,2024-09-20,Not as Expected,2495.5,1
