order_id,order_date,customer_id,product_id,quantity,selling_price,discount_amount,payment_type,shipping_cost,delivery_date
8026,2024-03-23,3472,547,1,5424.41,1084.88,UPI,59,2024-03-28
8027,2024-09-21,350,505,3,765.07,76.51,UPI,138,2024-09-24
8028,2024-10-05,108,473,3,1561.15,78.06,UPI,178,2024-10-10
8029,2024-09-21,799,668,1,5502.94,1100.59,COD,44,2024-09-27
8030,2024-12-09,3001,301,3,2320.61,116.03,Prepaid,147,2024-12-16
8031,2024-08-17,880,481,2,5814.54,581.45,UPI,176,2024-08-22
8032,2024-03-16,4856,628,3,7138.36,1427.67,COD,165,2024-03-21
8033,2024-01-16,7115,593,2,2280.31,228.03,COD,171,2024-01-19
8034,2024-02-25,7981,172,1,4896.69,0.0,Prepaid,169,2024-02-29
8035,2024-06-24,5770,607,2,2435.1,487.02,COD,175,2024-06-30
8036,2024-02-01,3797,94,3,1908.47,0.0,UPI,48,2024-02-06
8037,2024-02-13,1602,346,3,1815.31,0.0,COD,138,2024-02-17
8038,2024-09-17,348,250,2,882.1,44.11,Prepaid,73,2024-09-24
8039,2024-07-28,3711,701,3,1058.19,105.82,Prepaid,199,2024-08-04
8040,2024-02-22,2020,228,3,2781.27,556.25,COD,72,2024-02-29
8041,2024-01-28,3785,477,2,4030.95,0.0,COD,163,2024-02-04
8042,2024-12-30,1878,747,1,2688.28,0.0,Prepaid,106,2025-01-05
8043,2024-06-19,653,939,2,1323.34,264.67,COD,104,2024-06-23
8044,2024-01-25,6661,567,1,2695.52,269.55,UPI,139,2024-01-28
8045,2024-05-27,2959,405,1,6354.54,635.45,COD,164,2024-06-02
8046,2024-09-28,7815,160,2,1045.8,0.0,Prepaid,116,2024-10-03
8047,2024-05-21,4031,525,3,4485.22,224.26,UPI,92,2024-05-27
8048,2024-06-02,1635,822,1,6833.56,1366.71,COD,131,2024-06-09
8049,2024-07-24,1434,426,2,2408.27,120.41,UPI,168,2024-07-26
8050,2024-02-28,5768,642,1,6163.91,308.2,UPI,134,2024-03-02
8051,2024-04-10,204,773,3,2774.95,138.75,COD,142,2024-04-14
8052,2024-01-09,4630,373,3,6849.96,685.0,Prepaid,66,2024-01-13
8053,2024-08-10,1489,171,2,8053.61,805.36,UPI,99,2024-08-17
8054,2024-06-27,4356,184,3,1402.54,140.25,COD,58,2024-07-04
8055,2024-09-27,5541,706,1,1854.12,185.41,COD,104,2024-10-02
8056,2024-06-30,3661,769,1,859.55,42.98,COD,127,2024-07-07
8057,2024-08-06,5763,458,3,5045.26,252.26,UPI,68,2024-08-10
8058,2024-08-07,4884,341,1,4457.01,222.85,COD,99,2024-08-11
8059,2024-05-09,4065,244,3,6853.5,685.35,COD,97,2024-05-12
8060,2024-01-16,1676,596,3,4824.26,964.85,UPI,164,2024-01-23
8061,2024-03-02,4598,733,3,3458.69,345.87,COD,122,2024-03-07
8062,2024-01-03,2735,833,3,4063.01,0.0,Prepaid,191,2024-01-09
8063,2024-04-11,5498,731,1,2925.0,146.25,COD,65,2024-04-17
8064,2024-04-12,4973,73,3,3804.02,760.8,COD,53,2024-04-19
8065,2024-07-25,1283,225,2,3781.8,378.18,COD,80,2024-07-29
8066,2024-08-13,7553,7,3,1603.41,0.0,Prepaid,161,2024-08-17
8067,2024-05-10,6868,290,2,1162.25,58.11,UPI,107,2024-05-13
8068,2024-08-11,7288,958,3,521.18,104.24,UPI,114,2024-08-17
8069,2024-07-20,3579,877,3,904.5,45.23,UPI,87,2024-07-22
8070,2024-03-17,647,484,3,6078.62,607.86,Prepaid,166,2024-03-19
8071,2024-06-29,4794,942,3,1293.45,0.0,Prepaid,98,2024-07-05
8072,2024-02-02,4298,853,2,8590.57,0.0,COD,173,2024-02-08
8073,2024-05-03,6806,596,3,5894.22,0.0,Prepaid,150,2024-05-10
8074,2024-03-11,5731,258,2,4266.89,0.0,COD,186,2024-03-15
8075,2024-08-31,156,457,3,915.68,0.0,COD,111,2024-09-03
8076,2024-01-17,472,753,2,5251.14,0.0,Prepaid,91,2024-01-24
8077,2024-05-16,3302,78,3,5339.65,533.96,Prepaid,133,2024-05-22
8078,2024-07-31,3487,779,3,5917.08,1183.42,COD,63,2024-08-06
8079,2024-02-21,2545,765,1,1031.17,103.12,COD,46,2024-02-24
8080,2024-06-18,5136,826,3,4416.67,220.83,COD,131,2024-06-24
8081,2024-10-28,205,306,1,4405.6,0.0,COD,198,2024-11-04
8082,2024-02-04,6514,141,1,5461.01,273.05,UPI,198,2024-02-06
8083,2024-02-29,415,298,2,4128.51,825.7,Prepaid,199,2024-03-07
8084,2024-08-16,4822,975,3,1418.97,141.9,Prepaid,42,2024-08-23
8085,2024-09-05,5461,632,3,5083.55,1016.71,Prepaid,156,2024-09-10
8086,2024-08-27,1019,840,3,1860.1,186.01,Prepaid,152,2024-09-03
8087,2024-05-09,306,875,3,3293.09,658.62,Prepaid,175,2024-05-14
8088,2024-01-11,6136,337,2,4160.1,416.01,Prepaid,194,2024-01-13
8089,2024-12-01,2152,915,1,3712.2,0.0,UPI,104,2024-12-04
8090,2024-10-26,1933,940,2,3697.73,0.0,COD,123,2024-10-31
8091,2024-10-05,6294,775,1,2699.11,0.0,COD,164,2024-10-12
8092,2024-10-09,557,735,1,1407.7,70.39,COD,95,2024-10-16
8093,2024-10-15,6204,232,2,7430.89,743.09,COD,188,2024-10-19
8094,2024-12-24,7029,846,2,4174.5,0.0,Prepaid,79,2024-12-29
8095,2024-12-28,5170,643,1,2598.08,0.0,Prepaid,88,2025-01-01
8096,2024-12-22,2209,421,2,6955.56,695.56,Prepaid,178,2024-12-27
8097,2024-10-20,25,920,3,6137.89,1227.58,Prepaid,89,2024-10-23
8098,2024-06-10,2043,196,3,7195.39,359.77,COD,148,2024-06-15
8099,2024-12-07,5798,832,2,2945.9,294.59,COD,115,2024-12-10
8100,2024-02-03,2595,366,1,5492.15,549.21,COD,61,2024-02-06
8101,2024-03-29,347,565,1,4886.88,488.69,UPI,78,2024-04-01
8102,2024-05-10,5002,885,1,1970.14,98.51,Prepaid,78,2024-05-14
8103,2024-11-07,4112,322,1,1926.54,385.31,COD,109,2024-11-11
8104,2024-01-20,6618,2,3,3505.46,0.0,COD,66,2024-01-26
8105,2024-10-28,2439,17,3,8205.98,1641.2,COD,132,2024-10-30
8106,2024-11-27,6801,660,2,6888.04,1377.61,UPI,88,2024-12-03
8107,2024-11-02,6732,757,2,4542.87,0.0,UPI,160,2024-11-07
8108,2024-09-11,7613,71,3,2329.57,465.91,Prepaid,110,2024-09-14
8109,2024-07-21,6418,413,2,5121.14,512.11,Prepaid,70,2024-07-26
8110,2024-11-06,4336,586,1,2640.9,528.18,Prepaid,61,2024-11-08
8111,2024-09-09,5234,271,2,3864.48,772.9,COD,108,2024-09-16
8112,2024-04-24,5309,61,3,2878.12,143.91,Prepaid,166,2024-04-30
8113,2024-02-03,1628,431,3,1800.3,360.06,COD,113,2024-02-10
8114,2024-08-25,4836,285,1,8149.89,814.99,Prepaid,110,2024-08-29
8115,2024-08-12,5613,893,1,4954.15,247.71,UPI,104,2024-08-14
8116,2024-03-02,6666,569,2,6792.76,0.0,COD,133,2024-03-09
8117,2024-07-31,3132,892,1,2878.84,0.0,Prepaid,79,2024-08-05
8118,2024-11-04,4560,442,2,662.4,66.24,COD,177,2024-11-06
8119,2024-05-29,837,646,3,6612.07,661.21,COD,47,2024-06-03
8120,2024-07-29,7439,791,1,1649.65,82.48,Prepaid,107,2024-08-04
8121,2024-07-14,7828,344,1,465.56,46.56,Prepaid,133,2024-07-19
8122,2024-02-20,1217,767,3,5877.82,293.89,COD,133,2024-02-26
8123,2024-04-20,3973,234,1,1454.45,145.45,UPI,75,2024-04-27
8124,2024-05-26,7804,542,1,5479.45,547.94,Prepaid,149,2024-05-30
8125,2024-01-26,3974,220,1,7579.59,378.98,COD,71,2024-01-30
8126,2024-09-02,4678,767,1,6261.74,313.09,UPI,45,2024-09-07
8127,2024-05-16,2034,598,3,2265.64,226.56,COD,88,2024-05-19
8128,2024-04-29,6807,629,2,1438.97,0.0,UPI,197,2024-05-04
8129,2024-03-30,6244,843,3,5007.24,1001.45,COD,129,2024-04-02
8130,2024-06-14,3580,397,3,8025.71,0.0,Prepaid,78,2024-06-21
8131,2024-04-03,1728,895,3,7473.17,0.0,COD,76,2024-04-05
8132,2024-12-18,7922,354,3,7575.58,0.0,COD,120,2024-12-23
8133,2024-09-20,5487,435,2,419.46,0.0,COD,152,2024-09-25
8134,2024-10-29,4876,377,1,664.28,132.86,COD,61,2024-11-05
8135,2024-05-28,4775,164,3,4523.36,452.34,Prepaid,134,2024-06-04
8136,2024-10-18,7471,771,1,3110.64,622.13,Prepaid,163,2024-10-22
8137,2024-02-28,5002,286,2,5085.65,508.56,COD,44,2024-03-01
8138,2024-08-16,6612,257,2,1710.22,171.02,COD,102,2024-08-19
8139,2024-01-08,549,668,1,4622.31,462.23,Prepaid,127,2024-01-15
8140,2024-12-30,6739,229,3,3506.8,701.36,COD,41,2025-01-06
8141,2024-05-15,1353,301,1,2036.93,203.69,COD,182,2024-05-17
8142,2024-08-08,6948,806,1,3771.0,377.1,UPI,118,2024-08-12
8143,2024-12-04,1144,777,2,5199.24,259.96,COD,112,2024-12-07
8144,2024-01-14,1756,781,2,1325.94,132.59,COD,196,2024-01-16
8145,2024-08-27,418,432,2,6030.07,1206.01,Prepaid,177,2024-09-02
8146,2024-09-20,3775,840,3,1972.9,0.0,UPI,108,2024-09-23
8147,2024-10-03,6917,791,3,1567.91,0.0,Prepaid,161,2024-10-05
8148,2024-03-28,866,853,1,7525.84,376.29,Prepaid,114,2024-04-04
8149,2024-02-15,3365,21,3,5490.84,0.0,Prepaid,82,2024-02-19
8150,2024-01-29,6890,38,3,7206.47,0.0,Prepaid,185,2024-02-05
8151,2024-03-22,5413,11,2,7230.6,0.0,COD,147,2024-03-27
8152,2024-12-06,5401,100,1,3568.09,356.81,COD,189,2024-12-08
8153,2024-01-15,5168,748,1,1595.7,0.0,UPI,40,2024-01-22
8154,2024-12-04,5143,277,1,6925.38,0.0,Prepaid,127,2024-12-11
8155,2024-05-12,779,229,2,3513.59,351.36,Prepaid,147,2024-05-17
8156,2024-10-06,7731,937,2,5501.53,275.08,Prepaid,75,2024-10-10
8157,2024-02-12,1927,201,2,5367.39,1073.48,Prepaid,174,2024-02-15
8158,2024-07-08,5607,491,1,2132.99,106.65,UPI,73,2024-07-12
8159,2024-12-25,6152,733,2,3162.33,632.47,UPI,191,2024-12-28
8160,2024-11-10,4683,317,2,6724.34,0.0,COD,104,2024-11-14
8161,2024-09-19,4879,872,1,5656.39,565.64,COD,60,2024-09-24
8162,2024-09-15,7250,946,2,7206.33,360.32,Prepaid,49,2024-09-20
8163,2024-10-26,3675,214,2,5440.43,0.0,Prepaid,95,2024-11-02
8164,2024-03-16,7352,210,2,2584.04,129.2,Prepaid,137,2024-03-20
8165,2024-02-27,685,141,2,6039.49,1207.9,Prepaid,63,2024-02-29
8166,2024-08-15,7885,152,2,6311.95,631.19,UPI,134,2024-08-18
8167,2024-01-12,5988,915,1,3742.0,748.4,COD,59,2024-01-14
8168,2024-10-02,4126,900,3,1299.23,0.0,Prepaid,162,2024-10-09
8169,2024-11-16,4815,183,3,1655.48,0.0,COD,168,2024-11-21
8170,2024-05-28,7601,464,3,6808.59,680.86,Prepaid,173,2024-05-30
8171,2024-12-04,4164,909,1,2425.36,242.54,COD,185,2024-12-10
8172,2024-01-16,6680,435,3,442.56,0.0,COD,40,2024-01-19
8173,2024-02-06,7951,851,3,3953.7,197.69,UPI,184,2024-02-11
8174,2024-10-06,7603,435,2,467.34,23.37,COD,61,2024-10-11
8175,2024-07-23,7325,127,3,471.75,94.35,UPI,80,2024-07-28
8176,2024-05-13,2492,631,1,308.21,15.41,Prepaid,158,2024-05-20
8177,2024-09-30,1133,469,2,5633.71,0.0,Prepaid,79,2024-10-02
8178,2024-03-23,6209,972,1,3204.16,160.21,COD,80,2024-03-29
8179,2024-03-02,3697,872,2,4876.26,243.81,COD,158,2024-03-09
8180,2024-07-01,4276,619,1,4158.65,831.73,COD,159,2024-07-04
8181,2024-09-19,6042,190,3,3082.05,154.1,Prepaid,43,2024-09-23
8182,2024-04-29,4679,342,1,5882.32,294.12,Prepaid,199,2024-05-03
8183,2024-08-13,7967,101,1,7514.04,751.4,Prepaid,124,2024-08-19
8184,2024-09-16,3063,588,2,6671.48,667.15,Prepaid,70,2024-09-21
8185,2024-08-12,7640,240,1,6261.27,0.0,Prepaid,162,2024-08-18
8186,2024-01-06,4417,157,1,381.29,38.13,COD,178,2024-01-09
8187,2024-03-29,506,572,2,5642.93,564.29,COD,125,2024-03-31
8188,2024-01-14,2126,805,2,5830.23,583.02,COD,81,2024-01-17
8189,2024-10-03,384,436,3,2125.27,106.26,COD,156,2024-10-05
8190,2024-08-02,3886,722,1,4930.05,0.0,Prepaid,41,2024-08-08
8191,2024-06-12,3878,541,3,618.62,0.0,COD,68,2024-06-18
8192,2024-12-07,768,967,2,2940.71,147.04,Prepaid,126,2024-12-12
8193,2024-04-02,6899,419,1,4502.84,225.14,COD,89,2024-04-05
8194,2024-04-06,3116,113,2,4768.51,476.85,Prepaid,165,2024-04-08
8195,2024-10-15,698,486,2,3766.95,376.7,COD,98,2024-10-18
8196,2024-06-02,4880,319,3,360.95,72.19,Prepaid,66,2024-06-06
8197,2024-07-25,750,462,3,1747.48,0.0,Prepaid,147,2024-07-31
8198,2024-11-27,5473,934,2,985.19,0.0,UPI,84,2024-12-02
8199,2024-02-13,7653,832,1,3952.28,197.61,UPI,116,2024-02-15
8200,2024-03-21,4186,114,1,1592.74,318.55,UPI,105,2024-03-25
8201,2024-09-12,5525,526,2,1135.46,113.55,Prepaid,103,2024-09-17
8202,2024-10-29,2216,23,2,4633.23,0.0,UPI,152,2024-11-01
8203,2024-03-25,4915,533,1,712.39,142.48,COD,180,2024-03-31
8204,2024-12-09,3470,382,3,5128.6,0.0,COD,167,2024-12-15
8205,2024-10-13,7405,459,3,6662.71,0.0,COD,85,2024-10-17
8206,2024-09-15,1233,810,1,2773.79,554.76,Prepaid,91,2024-09-18
8207,2024-08-25,5950,632,2,6122.91,612.29,Prepaid,130,2024-08-30
8208,2024-07-19,4740,409,1,7946.45,397.32,COD,178,2024-07-26
8209,2024-12-09,7621,236,1,1049.16,0.0,Prepaid,104,2024-12-14
8210,2024-09-01,5445,370,3,6967.75,0.0,Prepaid,83,2024-09-06
8211,2024-11-21,410,165,1,4225.68,211.28,COD,100,2024-11-25
8212,2024-05-16,354,327,2,1717.85,171.79,COD,91,2024-05-23
8213,2024-10-28,2906,702,3,328.67,0.0,UPI,76,2024-11-03
8214,2024-04-27,5845,440,1,2657.51,132.88,Prepaid,163,2024-05-04
8215,2024-03-01,2119,634,1,6910.86,0.0,UPI,137,2024-03-04
8216,2024-02-15,6473,887,2,3787.87,0.0,UPI,56,2024-02-21
8217,2024-10-24,3470,781,3,1635.25,327.05,Prepaid,176,2024-10-28
8218,2024-02-27,2905,842,2,4272.43,427.24,Prepaid,96,2024-02-29
8219,2024-08-06,361,299,2,1724.98,86.25,Prepaid,137,2024-08-13
8220,2024-09-10,7370,284,1,4742.04,237.1,Prepaid,47,2024-09-17
8221,2024-10-09,5262,16,1,717.67,71.77,COD,68,2024-10-15
8222,2024-05-07,1451,211,3,3853.83,770.77,Prepaid,98,2024-05-09
8223,2024-09-06,2328,457,3,1303.31,260.66,COD,120,2024-09-12
8224,2024-12-11,7322,49,1,6317.17,315.86,Prepaid,148,2024-12-14
8225,2024-12-19,4532,847,3,3283.48,164.17,UPI,141,2024-12-23
8226,2024-10-12,1837,971,3,7126.28,356.31,COD,66,2024-10-15
8227,2024-06-19,5922,415,2,1191.05,0.0,Prepaid,63,2024-06-23
8228,2024-07-12,2901,652,1,1852.13,92.61,UPI,142,2024-07-14
8229,2024-02-24,6382,298,2,4917.06,491.71,Prepaid,161,2024-03-01
8230,2024-08-23,4760,205,3,5840.23,584.02,Prepaid,160,2024-08-25
8231,2024-12-03,5489,723,1,3843.14,192.16,COD,53,2024-12-08
8232,2024-11-24,3262,164,1,4550.02,455.0,Prepaid,188,2024-11-26
8233,2024-04-03,2400,986,2,7206.88,720.69,Prepaid,110,2024-04-05
8234,2024-11-23,371,705,1,4340.56,434.06,UPI,192,2024-11-25
8235,2024-11-05,7588,342,2,6847.9,684.79,COD,167,2024-11-07
8236,2024-08-03,5751,576,1,1397.66,69.88,COD,68,2024-08-09
8237,2024-11-23,2319,939,3,1865.57,186.56,COD,42,2024-11-30
8238,2024-11-08,3083,431,3,1496.8,149.68,Prepaid,143,2024-11-12
8239,2024-07-15,4480,189,1,1242.61,0.0,Prepaid,97,2024-07-20
8240,2024-05-07,5902,579,2,1738.96,173.9,Prepaid,121,2024-05-12
8241,2024-05-15,7665,488,2,3569.71,178.49,COD,173,2024-05-22
8242,2024-11-09,3517,483,2,6239.43,311.97,Prepaid,167,2024-11-16
8243,2024-01-14,2177,288,2,4234.48,423.45,UPI,63,2024-01-18
8244,2024-08-19,4192,433,1,6546.53,654.65,COD,71,2024-08-25
8245,2024-06-08,1243,783,2,5122.36,0.0,Prepaid,52,2024-06-10
8246,2024-02-03,3637,939,1,1733.97,86.7,COD,142,2024-02-10
8247,2024-01-06,1253,482,1,4597.87,0.0,COD,87,2024-01-12
8248,2024-10-14,2770,78,1,4919.74,983.95,COD,53,2024-10-20
8249,2024-02-22,3162,565,3,5414.26,541.43,COD,102,2024-02-24
8250,2024-03-13,1310,411,3,6666.93,333.35,Prepaid,170,2024-03-19
8251,2024-07-01,4752,440,2,2463.93,123.2,COD,148,2024-07-07
8252,2024-05-04,6763,443,3,7189.13,718.91,UPI,61,2024-05-11
8253,2024-11-18,3332,903,1,3314.11,331.41,COD,95,2024-11-23
8254,2024-05-20,4446,677,3,634.04,31.7,COD,147,2024-05-23
8255,2024-10-06,1025,58,2,3210.22,642.04,COD,168,2024-10-08
8256,2024-01-01,4117,951,2,6065.01,303.25,COD,139,2024-01-04
8257,2024-10-20,7866,293,2,4312.28,0.0,COD,51,2024-10-26
8258,2024-04-23,2179,720,1,4196.09,839.22,COD,65,2024-04-27
8259,2024-09-30,3278,284,1,4560.5,0.0,UPI,162,2024-10-06
8260,2024-09-29,5708,487,2,3084.64,308.46,COD,117,2024-10-03
8261,2024-09-13,1868,555,1,5604.14,560.41,UPI,155,2024-09-19
8262,2024-11-10,337,508,1,5110.34,1022.07,Prepaid,53,2024-11-12
8263,2024-08-11,1127,922,2,780.66,156.13,COD,131,2024-08-13
8264,2024-05-12,3238,732,2,939.47,46.97,UPI,120,2024-05-18
8265,2024-09-02,1240,407,1,5193.55,259.68,COD,85,2024-09-07
8266,2024-09-26,3647,329,3,4788.9,478.89,COD,40,2024-09-28
8267,2024-11-04,4717,713,1,7523.27,0.0,UPI,87,2024-11-11
8268,2024-02-04,3481,284,2,3995.81,0.0,COD,125,2024-02-07
8269,2024-01-12,5106,82,2,1877.47,375.49,Prepaid,55,2024-01-16
8270,2024-02-02,731,271,2,3907.4,781.48,COD,41,2024-02-04
8271,2024-06-02,606,20,2,3995.57,399.56,UPI,149,2024-06-09
8272,2024-04-19,6797,929,2,4227.47,0.0,COD,49,2024-04-24
8273,2024-02-27,4805,353,2,1689.57,0.0,Prepaid,127,2024-02-29
8274,2024-05-07,2931,651,3,7684.38,1536.88,COD,132,2024-05-09
8275,2024-12-04,6189,856,2,4358.5,0.0,UPI,69,2024-12-10
8276,2024-11-03,5244,387,1,8516.76,0.0,COD,80,2024-11-10
8277,2024-03-24,6724,973,1,8168.76,1633.75,UPI,121,2024-03-31
8278,2024-04-14,5856,316,2,6393.97,1278.79,UPI,108,2024-04-16
8279,2024-07-27,885,402,2,2233.01,111.65,COD,179,2024-08-01
8280,2024-04-29,1748,430,2,1128.1,56.4,COD,158,2024-05-02
8281,2024-08-31,5896,227,2,2627.7,262.77,COD,144,2024-09-03
8282,2024-07-27,7328,670,2,6294.67,629.47,COD,124,2024-08-03
8283,2024-01-01,2800,985,2,6965.83,0.0,COD,140,2024-01-04
8284,2024-04-05,2037,592,1,382.75,38.27,COD,169,2024-04-12
8285,2024-01-23,7524,341,1,4085.0,0.0,COD,110,2024-01-25
8286,2024-05-10,2632,446,3,757.96,37.9,COD,122,2024-05-17
8287,2024-10-11,4187,43,1,5076.38,253.82,Prepaid,103,2024-10-18
8288,2024-02-18,3282,793,2,4021.09,201.05,Prepaid,162,2024-02-25
8289,2024-06-19,6388,225,1,5370.64,0.0,UPI,84,2024-06-25
8290,2024-12-24,180,159,3,2377.2,475.44,Prepaid,89,2024-12-26
8291,2024-03-25,2952,191,3,2772.64,0.0,Prepaid,175,2024-03-29
8292,2024-05-22,6148,594,3,7766.58,0.0,Prepaid,154,2024-05-27
8293,2024-06-03,4060,681,3,797.62,159.52,COD,86,2024-06-10
8294,2024-03-15,2148,754,2,5972.96,0.0,UPI,64,2024-03-21
8295,2024-03-04,5049,871,1,775.34,0.0,UPI,109,2024-03-08
8296,2024-02-19,3514,194,3,3501.21,0.0,COD,191,2024-02-24
8297,2024-06-11,5328,557,3,3165.08,158.25,Prepaid,67,2024-06-15
8298,2024-01-17,7152,182,1,631.46,63.15,COD,139,2024-01-24
8299,2024-04-08,5710,374,2,6636.16,1327.23,UPI,154,2024-04-13
8300,2024-05-28,2242,52,3,8012.33,0.0,UPI,103,2024-06-01
8301,2024-01-15,6453,296,1,8126.48,812.65,COD,145,2024-01-20
8302,2024-10-17,3412,741,1,2048.79,0.0,Prepaid,93,2024-10-21
8303,2024-07-24,6924,31,3,2721.28,272.13,COD,96,2024-07-28
8304,2024-02-02,3851,596,3,6110.11,305.51,UPI,166,2024-02-09
8305,2024-09-04,7345,505,3,936.16,46.81,Prepaid,178,2024-09-11
8306,2024-02-03,6328,604,3,5745.61,574.56,COD,188,2024-02-05
8307,2024-09-21,1039,832,3,4067.28,203.36,UPI,184,2024-09-27
8308,2024-12-24,2120,660,1,6317.57,315.88,UPI,172,2024-12-31
8309,2024-10-31,4410,452,3,3061.65,612.33,COD,160,2024-11-03
8310,2024-10-20,6169,711,1,6075.6,0.0,COD,133,2024-10-22
8311,2024-10-06,5165,310,1,3955.19,791.04,Prepaid,164,2024-10-09
8312,2024-01-22,4479,100,3,3810.77,0.0,COD,180,2024-01-29
8313,2024-10-04,7836,113,3,6185.85,1237.17,COD,139,2024-10-11
8314,2024-01-02,7097,91,1,1203.71,60.19,UPI,87,2024-01-05
8315,2024-07-24,3783,137,1,1426.59,71.33,COD,186,2024-07-31
8316,2024-10-09,1192,186,1,658.17,65.82,Prepaid,113,2024-10-14
8317,2024-02-19,2225,386,1,7122.13,1424.43,COD,103,2024-02-22
8318,2024-02-10,3628,439,2,1574.19,78.71,Prepaid,130,2024-02-14
8319,2024-05-18,3390,566,1,4992.17,499.22,COD,142,2024-05-21
8320,2024-09-21,6946,731,1,2691.63,134.58,COD,55,2024-09-24
8321,2024-02-23,6450,406,1,5314.53,531.45,UPI,179,2024-02-25
8322,2024-04-25,6880,466,1,5750.1,0.0,COD,184,2024-05-01
8323,2024-06-16,5100,534,2,6780.24,678.02,UPI,116,2024-06-20
8324,2024-04-04,7530,669,2,3439.53,0.0,COD,85,2024-04-09
8325,2024-07-20,5134,120,1,3626.26,0.0,Prepaid,195,2024-07-22
8326,2024-07-11,7760,122,2,6492.13,324.61,Prepaid,158,2024-07-14
8327,2024-05-15,4473,621,2,4324.29,0.0,COD,48,2024-05-17
8328,2024-08-04,5051,152,2,8263.74,0.0,Prepaid,128,2024-08-07
8329,2024-12-05,4411,212,1,6149.74,307.49,COD,74,2024-12-09
8330,2024-11-12,6593,715,3,6179.89,617.99,Prepaid,191,2024-11-14
8331,2024-05-07,5726,613,3,2428.04,0.0,Prepaid,96,2024-05-09
8332,2024-10-24,3243,116,3,6166.14,616.61,Prepaid,173,2024-10-31
8333,2024-12-22,5068,736,1,3174.48,634.9,COD,57,2024-12-28
8334,2024-10-08,3608,592,2,419.71,0.0,Prepaid,137,2024-10-12
8335,2024-06-08,7622,912,2,2243.43,112.17,Prepaid,163,2024-06-10
8336,2024-09-16,3123,802,2,759.43,75.94,Prepaid,79,2024-09-20
8337,2024-10-17,2559,135,3,3575.46,357.55,UPI,77,2024-10-21
8338,2024-12-18,7312,634,3,6427.78,321.39,Prepaid,54,2024-12-24
8339,2024-02-16,2682,409,3,7781.51,778.15,Prepaid,89,2024-02-18
8340,2024-06-23,4820,697,3,2789.69,139.48,UPI,179,2024-06-30
8341,2024-05-13,2569,772,1,6785.47,1357.09,Prepaid,81,2024-05-19
8342,2024-12-03,404,564,3,565.02,0.0,COD,79,2024-12-05
8343,2024-02-26,1017,119,3,6445.93,0.0,Prepaid,93,2024-02-29
8344,2024-11-10,1105,268,1,2735.7,0.0,Prepaid,125,2024-11-15
8345,2024-11-02,5567,666,1,3667.54,733.51,Prepaid,86,2024-11-09
8346,2024-04-02,480,289,2,1195.64,119.56,UPI,56,2024-04-07
8347,2024-12-17,6399,631,3,271.92,27.19,COD,186,2024-12-19
8348,2024-09-01,2960,492,2,4861.28,486.13,Prepaid,141,2024-09-07
8349,2024-05-06,5710,44,1,2733.89,0.0,COD,114,2024-05-11
8350,2024-07-14,7284,144,2,2803.61,140.18,Prepaid,83,2024-07-20
8351,2024-12-21,365,106,3,4101.27,0.0,COD,138,2024-12-24
8352,2024-06-28,929,444,1,4512.05,451.21,Prepaid,83,2024-06-30
8353,2024-02-06,3887,538,2,615.1,61.51,UPI,45,2024-02-10
8354,2024-02-10,3461,562,2,2319.24,463.85,COD,134,2024-02-17
8355,2024-12-15,5966,410,1,4526.77,452.68,Prepaid,148,2024-12-19
8356,2024-02-01,1861,282,2,7455.52,745.55,Prepaid,165,2024-02-08
8357,2024-11-01,4406,817,1,7203.7,720.37,UPI,145,2024-11-03
8358,2024-10-11,6616,293,2,4359.83,871.97,Prepaid,186,2024-10-16
8359,2024-07-21,1697,341,2,5144.12,0.0,UPI,186,2024-07-25
8360,2024-08-03,2576,413,1,6642.4,664.24,Prepaid,144,2024-08-10
8361,2024-05-07,3366,892,3,3184.68,0.0,UPI,198,2024-05-13
8362,2024-12-29,5306,950,1,5293.24,264.66,Prepaid,141,2025-01-04
8363,2024-03-05,820,937,2,4317.0,0.0,COD,199,2024-03-10
8364,2024-09-20,4746,272,1,347.68,17.38,Prepaid,175,2024-09-24
8365,2024-05-13,2685,833,3,4197.83,0.0,COD,42,2024-05-16
8366,2024-07-09,4912,451,3,5674.62,283.73,COD,69,2024-07-16
8367,2024-01-29,3105,393,3,4450.76,445.08,Prepaid,159,2024-02-02
8368,2024-09-05,63,966,1,605.92,0.0,UPI,69,2024-09-08
8369,2024-01-26,203,260,1,6915.93,345.8,COD,132,2024-01-28
8370,2024-10-31,5375,337,2,5447.04,272.35,COD,169,2024-11-07
8371,2024-11-29,4690,616,3,635.44,63.54,Prepaid,43,2024-12-04
8372,2024-06-03,6611,366,1,5643.18,282.16,COD,151,2024-06-08
8373,2024-03-10,2448,276,3,1397.9,69.9,COD,157,2024-03-12
8374,2024-09-28,7957,721,3,1902.82,190.28,UPI,144,2024-09-30
8375,2024-10-24,2050,656,1,2189.91,109.5,Prepaid,145,2024-10-27
8376,2024-04-01,385,42,3,5191.42,259.57,Prepaid,130,2024-04-07
8377,2024-05-30,7541,582,1,5829.25,1165.85,Prepaid,92,2024-06-01
8378,2024-07-11,3073,534,1,6373.72,0.0,UPI,168,2024-07-13
8379,2024-12-15,7088,983,1,5427.45,542.75,UPI,172,2024-12-20
8380,2024-05-20,6435,477,2,3622.53,0.0,COD,48,2024-05-27
8381,2024-10-12,5025,899,3,2351.88,0.0,Prepaid,97,2024-10-19
