product_id,category,sub_category,cost_price,supplier
646,Home,Bedsheet,3704,Supplier_32
647,Home,Bedsheet,1768,Supplier_3
648,Home,Bedsheet,3386,Supplier_20
649,Home,Bedsheet,3691,Supplier_38
650,Home,Bedsheet,2746,Supplier_20
651,Home,Bedsheet,4675,Supplier_32
652,Home,Bedsheet,1247,Supplier_36
653,Home,Bedsheet,4834,Supplier_48
654,Home,Bedsheet,4830,Supplier_30
655,Home,Bedsheet,4968,Supplier_15
656,Home,Bedsheet,1264,Supplier_2
657,Home,Bedsheet,4021,Supplier_1
658,Home,Bedsheet,767,Supplier_10
659,Home,Bedsheet,1636,Supplier_17
660,Home,Bedsheet,4710,Supplier_20
661,Home,Bedsheet,4744,Supplier_41
662,Home,Bedsheet,4905,Supplier_41
663,Home,Bedsheet,2905,Supplier_31
664,Home,Bedsheet,2683,Supplier_8
665,Home,Bedsheet,3979,Supplier_42
666,Home,Bedsheet,2994,Supplier_43
667,Home,Bedsheet,2060,Supplier_19
668,Home,Bedsheet,3536,Supplier_27
669,Home,Bedsheet,2090,Supplier_12
670,Home,Bedsheet,4491,Supplier_32
671,Home,Bedsheet,1297,Supplier_45
672,Home,Bedsheet,1838,Supplier_42
673,Home,Bedsheet,1858,Supplier_16
674,Home,Bedsheet,1325,Supplier_2
675,Home,Bedsheet,463,Supplier_8
676,Home,Bedsheet,3192,Supplier_49
677,Home,Bedsheet,360,Supplier_18
678,Home,Bedsheet,1456,Supplier_32
679,Home,Bedsheet,510,Supplier_5
680,Home,Bedsheet,426,Supplier_39
681,Home,Bedsheet,472,Supplier_48
682,Home,Bedsheet,4612,Supplier_24
683,Home,Lamp,2122,Supplier_38
684,Home,Lamp,3357,Supplier_31
685,Home,Lamp,2538,Supplier_37
686,Home,Lamp,1801,Supplier_28
687,Home,Lamp,3918,Supplier_17
688,Home,Lamp,2622,Supplier_41
689,Home,Lamp,2125,Supplier_44
690,Home,Lamp,766,Supplier_31
691,Home,Lamp,3115,Supplier_45
692,Home,Lamp,451,Supplier_8
693,Home,Lamp,2554,Supplier_24
694,Home,Lamp,3701,Supplier_33
695,Home,Lamp,4970,Supplier_47
696,Home,Lamp,2511,Supplier_37
697,Home,Lamp,2315,Supplier_2
698,Home,Lamp,1802,Supplier_17
699,Home,Lamp,3470,Supplier_11
700,Home,Lamp,713,Supplier_38
701,Home,Lamp,641,Supplier_4
702,Home,Lamp,200,Supplier_10
703,Home,Lamp,1102,Supplier_21
704,Home,Lamp,1420,Supplier_30
705,Home,Lamp,2521,Supplier_45
706,Home,Lamp,1055,Supplier_9
707,Home,Lamp,1217,Supplier_23
708,Home,Lamp,2420,Supplier_11
709,Home,Lamp,4880,Supplier_4
710,Home,Lamp,3704,Supplier_18
711,Home,Lamp,4750,Supplier_24
712,Home,Lamp,395,Supplier_27
713,Home,Lamp,4894,Supplier_41
714,Home,Lamp,1532,Supplier_23
715,Home,Lamp,4851,Supplier_4
716,Home,Lamp,1717,Supplier_19
717,Home,Lamp,4734,Supplier_19
718,Home,Lamp,2897,Supplier_34
719,Home,Lamp,4654,Supplier_41
720,Home,Lamp,3307,Supplier_5
721,Home,Lamp,1257,Supplier_33
722,Home,Lamp,2905,Supplier_13
723,Home,Lamp,2263,Supplier_50
724,Home,Lamp,2992,Supplier_41
725,Home,Lamp,620,Supplier_12
726,Home,Lamp,4848,Supplier_49
727,Home,Lamp,3014,Supplier_7
728,Home,Lamp,3040,Supplier_39
729,Home,Lamp,1231,Supplier_49
730,Home,Lamp,1691,Supplier_11
731,Home,Lamp,2085,Supplier_35
732,Home,Lamp,709,Supplier_21
733,Home,Lamp,2059,Supplier_21
734,Home,Lamp,2058,Supplier_44
735,Home,Lamp,1113,Supplier_20
736,Home,Lamp,2265,Supplier_18
737,Home,Lamp,3166,Supplier_44
738,Home,Lamp,4037,Supplier_45
739,Home,Lamp,1796,Supplier_45
740,Home,Lamp,4642,Supplier_24
741,Home,Lamp,1255,Supplier_7
742,Home,Lamp,1223,Supplier_35
743,Home,Lamp,3404,Supplier_38
744,Home,Lamp,775,Supplier_23
745,Beauty,Skincare,398,Supplier_10
746,Beauty,Skincare,1565,Supplier_1
747,Beauty,Skincare,2198,Supplier_9
748,Beauty,Skincare,1216,Supplier_34
749,Beauty,Skincare,3818,Supplier_19
750,Beauty,Skincare,225,Supplier_24
751,Beauty,Skincare,1758,Supplier_50
752,Beauty,Skincare,3924,Supplier_32
753,Beauty,Skincare,3658,Supplier_27
754,Beauty,Skincare,3556,Supplier_22
755,Beauty,Skincare,2567,Supplier_11
756,Beauty,Skincare,670,Supplier_7
757,Beauty,Skincare,2667,Supplier_14
758,Beauty,Skincare,4946,Supplier_10
759,Beauty,Skincare,1085,Supplier_33
760,Beauty,Skincare,1075,Supplier_15
761,Beauty,Skincare,1141,Supplier_13
762,Beauty,Skincare,3241,Supplier_36
763,Beauty,Skincare,771,Supplier_40
764,Beauty,Skincare,4349,Supplier_45
765,Beauty,Skincare,804,Supplier_34
766,Beauty,Skincare,4620,Supplier_35
767,Beauty,Skincare,3729,Supplier_46
768,Beauty,Skincare,4560,Supplier_36
769,Beauty,Skincare,581,Supplier_45
770,Beauty,Skincare,1436,Supplier_49
771,Beauty,Skincare,2580,Supplier_8
772,Beauty,Skincare,3979,Supplier_27
773,Beauty,Skincare,2305,Supplier_30
774,Beauty,Skincare,1717,Supplier_5
775,Beauty,Skincare,1733,Supplier_8
776,Beauty,Skincare,3494,Supplier_9
777,Beauty,Skincare,3640,Supplier_2
778,Beauty,Skincare,3689,Supplier_31
779,Beauty,Skincare,4145,Supplier_23
780,Beauty,Skincare,4842,Supplier_20
781,Beauty,Skincare,1070,Supplier_45
782,Beauty,Skincare,2350,Supplier_24
783,Beauty,Skincare,3432,Supplier_9
784,Beauty,Skincare,3431,Supplier_29
785,Beauty,Skincare,3966,Supplier_39
786,Beauty,Skincare,3407,Supplier_34
787,Beauty,Skincare,4693,Supplier_49
788,Beauty,Skincare,4687,Supplier_22
789,Beauty,Skincare,4026,Supplier_12
790,Beauty,Skincare,1812,Supplier_46
791,Beauty,Skincare,1277,Supplier_20
792,Beauty,Skincare,1500,Supplier_2
793,Beauty,Skincare,2358,Supplier_48
794,Beauty,Skincare,2471,Supplier_8
795,Beauty,Skincare,2729,Supplier_15
796,Beauty,Skincare,3460,Supplier_9
797,Beauty,Skincare,563,Supplier_45
798,Beauty,Skincare,1045,Supplier_10
799,Beauty,Skincare,3232,Supplier_45
800,Beauty,Skincare,1527,Supplier_15
801,Beauty,Skincare,3362,Supplier_20
802,Beauty,Skincare,591,Supplier_9
803,Beauty,Skincare,3455,Supplier_14
804,Beauty,Skincare,2259,Supplier_9
805,Beauty,Skincare,3437,Supplier_6
806,Beauty,Skincare,2246,Supplier_28
807,Beauty,Makeup,4441,Supplier_45
808,Beauty,Makeup,1505,Supplier_49
809,Beauty,Makeup,3094,Supplier_8
810,Beauty,Makeup,2232,Supplier_5
811,Beauty,Makeup,964,Supplier_2
812,Beauty,Makeup,698,Supplier_50
813,Beauty,Makeup,3568,Supplier_31
814,Beauty,Makeup,3144,Supplier_49
815,Beauty,Makeup,4004,Supplier_28
816,Beauty,Makeup,4413,Supplier_3
817,Beauty,Makeup,4660,Supplier_13
818,Beauty,Makeup,335,Supplier_7
819,Beauty,Makeup,1300,Supplier_3
820,Beauty,Makeup,2071,Supplier_43
821,Beauty,Makeup,4233,Supplier_33
822,Beauty,Makeup,4313,Supplier_38
823,Beauty,Makeup,4212,Supplier_4
824,Beauty,Makeup,404,Supplier_31
825,Beauty,Makeup,4794,Supplier_8
826,Beauty,Makeup,2571,Supplier_17
827,Beauty,Makeup,4890,Supplier_3
828,Beauty,Makeup,761,Supplier_5
829,Beauty,Makeup,3514,Supplier_20
830,Beauty,Makeup,4160,Supplier_43
831,Beauty,Makeup,2726,Supplier_1
832,Beauty,Makeup,2411,Supplier_49
833,Beauty,Makeup,2571,Supplier_7
834,Beauty,Makeup,4935,Supplier_8
835,Beauty,Makeup,2881,Supplier_39
836,Beauty,Makeup,3006,Supplier_14
837,Beauty,Makeup,3969,Supplier_38
838,Beauty,Makeup,2455,Supplier_13
839,Beauty,Makeup,4610,Supplier_12
840,Beauty,Makeup,1100,Supplier_43
841,Beauty,Makeup,1950,Supplier_23
842,Beauty,Makeup,3495,Supplier_2
843,Beauty,Makeup,3359,Supplier_6
844,Beauty,Makeup,1652,Supplier_10
845,Beauty,Makeup,1443,Supplier_48
846,Beauty,Makeup,2522,Supplier_18
847,Beauty,Makeup,1870,Supplier_38
848,Beauty,Makeup,2227,Supplier_23
849,Beauty,Makeup,1968,Supplier_23
850,Beauty,Makeup,3863,Supplier_11
851,Beauty,Makeup,2502,Supplier_33
852,Beauty,Makeup,1369,Supplier_50
853,Beauty,Makeup,4910,Supplier_47
854,Beauty,Makeup,2632,Supplier_40
855,Beauty,Makeup,586,Supplier_16
856,Beauty,Makeup,2630,Supplier_33
857,Beauty,Makeup,3548,Supplier_37
858,Beauty,Makeup,1605,Supplier_5
859,Beauty,Makeup,323,Supplier_7
860,Beauty,Makeup,4197,Supplier_38
861,Beauty,Makeup,3652,Supplier_49
862,Beauty,Makeup,4096,Supplier_1
863,Beauty,Makeup,1824,Supplier_34
864,Beauty,Makeup,1381,Supplier_14
865,Beauty,Makeup,927,Supplier_46
866,Beauty,Makeup,4084,Supplier_13
867,Beauty,Makeup,3870,Supplier_19
868,Beauty,Makeup,1341,Supplier_11
869,Beauty,Perfume,2575,Supplier_49
870,Beauty,Perfume,4231,Supplier_35
871,Beauty,Perfume,558,Supplier_1
872,Beauty,Perfume,3942,Supplier_47
873,Beauty,Perfume,3044,Supplier_7
874,Beauty,Perfume,4738,Supplier_14
875,Beauty,Perfume,2411,Supplier_33
876,Beauty,Perfume,1172,Supplier_46
877,Beauty,Perfume,560,Supplier_31
878,Beauty,Perfume,2832,Supplier_24
879,Beauty,Perfume,3390,Supplier_45
880,Beauty,Perfume,1824,Supplier_38
881,Beauty,Perfume,4128,Supplier_12
882,Beauty,Perfume,1956,Supplier_29
883,Beauty,Perfume,440,Supplier_44
884,Beauty,Perfume,4961,Supplier_7
885,Beauty,Perfume,1175,Supplier_12
886,Beauty,Perfume,4518,Supplier_23
887,Beauty,Perfume,2513,Supplier_25
888,Beauty,Perfume,1505,Supplier_28
889,Beauty,Perfume,987,Supplier_14
890,Beauty,Perfume,2628,Supplier_33
891,Beauty,Perfume,755,Supplier_15
892,Beauty,Perfume,2309,Supplier_27
893,Beauty,Perfume,2849,Supplier_8
894,Beauty,Perfume,1759,Supplier_49
895,Beauty,Perfume,4435,Supplier_21
896,Beauty,Perfume,1563,Supplier_8
897,Beauty,Perfume,4159,Supplier_30
898,Beauty,Perfume,789,Supplier_8
899,Beauty,Perfume,1949,Supplier_34
900,Beauty,Perfume,740,Supplier_9
901,Beauty,Perfume,2622,Supplier_32
902,Beauty,Perfume,490,Supplier_49
903,Beauty,Perfume,2290,Supplier_24
904,Beauty,Perfume,4135,Supplier_46
905,Beauty,Perfume,4158,Supplier_19
906,Beauty,Perfume,4059,Supplier_36
907,Beauty,Perfume,1455,Supplier_47
908,Beauty,Perfume,207,Supplier_3
909,Beauty,Perfume,1857,Supplier_6
910,Beauty,Perfume,4778,Supplier_21
911,Beauty,Perfume,4628,Supplier_32
912,Beauty,Perfume,1456,Supplier_8
913,Beauty,Perfume,4150,Supplier_25
914,Beauty,Perfume,1239,Supplier_19
915,Beauty,Perfume,2316,Supplier_30
916,Beauty,Perfume,884,Supplier_39
917,Beauty,Perfume,4218,Supplier_48
918,Beauty,Perfume,1997,Supplier_20
919,Beauty,Perfume,2024,Supplier_44
920,Beauty,Perfume,3734,Supplier_29
921,Beauty,Perfume,262,Supplier_15
922,Beauty,Perfume,460,Supplier_36
923,Beauty,Perfume,3771,Supplier_27
924,Beauty,Perfume,3392,Supplier_19
925,Beauty,Perfume,1688,Supplier_28
926,Beauty,Perfume,1330,Supplier_13
927,Beauty,Perfume,4475,Supplier_5
928,Beauty,Perfume,554,Supplier_31
929,Beauty,Perfume,2974,Supplier_44
930,Beauty,Perfume,788,Supplier_24
931,Beauty,Haircare,804,Supplier_12
932,Beauty,Haircare,2428,Supplier_1
933,Beauty,Haircare,373,Supplier_44
934,Beauty,Haircare,553,Supplier_32
935,Beauty,Haircare,3490,Supplier_44
936,Beauty,Haircare,633,Supplier_7
937,Beauty,Haircare,3152,Supplier_26
938,Beauty,Haircare,458,Supplier_29
939,Beauty,Haircare,1067,Supplier_34
940,Beauty,Haircare,2806,Supplier_43
941,Beauty,Haircare,3845,Supplier_44
942,Beauty,Haircare,795,Supplier_6
943,Beauty,Haircare,593,Supplier_8
944,Beauty,Haircare,4631,Supplier_10
945,Beauty,Haircare,2310,Supplier_26
946,Beauty,Haircare,4064,Supplier_26
947,Beauty,Haircare,4339,Supplier_45
948,Beauty,Haircare,2400,Supplier_38
949,Beauty,Haircare,4197,Supplier_7
950,Beauty,Haircare,4053,Supplier_48
951,Beauty,Haircare,3954,Supplier_11
952,Beauty,Haircare,4570,Supplier_5
953,Beauty,Haircare,3629,Supplier_24
954,Beauty,Haircare,4721,Supplier_13
955,Beauty,Haircare,4778,Supplier_22
956,Beauty,Haircare,413,Supplier_13
957,Beauty,Haircare,2326,Supplier_39
958,Beauty,Haircare,338,Supplier_26
959,Beauty,Haircare,4393,Supplier_8
960,Beauty,Haircare,4160,Supplier_15
961,Beauty,Haircare,863,Supplier_28
962,Beauty,Haircare,3032,Supplier_47
963,Beauty,Haircare,1273,Supplier_32
964,Beauty,Haircare,4774,Supplier_18
965,Beauty,Haircare,4222,Supplier_49
966,Beauty,Haircare,361,Supplier_46
967,Beauty,Haircare,1700,Supplier_50
968,Beauty,Haircare,3378,Supplier_38
969,Beauty,Haircare,4690,Supplier_38
970,Beauty,Haircare,385,Supplier_18
971,Beauty,Haircare,4853,Supplier_49
972,Beauty,Haircare,2180,Supplier_42
973,Beauty,Haircare,4741,Supplier_26
974,Beauty,Haircare,4188,Supplier_23
975,Beauty,Haircare,1029,Supplier_31
976,Beauty,Haircare,3719,Supplier_43
977,Beauty,Haircare,3711,Supplier_39
978,Beauty,Haircare,3528,Supplier_26
979,Beauty,Haircare,3548,Supplier_32
980,Beauty,Haircare,2685,Supplier_33
981,Beauty,Haircare,4811,Supplier_18
982,Beauty,Haircare,1425,Supplier_10
983,Beauty,Haircare,3044,Supplier_50
984,Beauty,Haircare,2933,Supplier_30
985,Beauty,Haircare,4620,Supplier_7
986,Beauty,Haircare,4196,Supplier_8
987,Beauty,Haircare,2870,Supplier_17
988,Beauty,Haircare,4982,Supplier_32
989,Beauty,Haircare,1698,Supplier_32
990,Beauty,Haircare,1888,Supplier_15
991,Beauty,Haircare,2647,Supplier_41
992,Beauty,Haircare,1067,Supplier_9
